"x","y"
1642.10829378974,-300.823511142826
1759.94652870219,-302.127739348354
1725.94367403222,-310.735023387467
1670.88564567713,-293.818176452967
1667.06328716394,-278.479973182595
1822.79719164752,-236.689784740451
1733.19861173748,-182.362314209952
1700.85465991302,-297.051600352777
1762.23741194187,-286.524776508685
1764.26467671748,-258.881817234256
1634.99465658294,-246.996073401578
1655.81085622122,-253.519347407949
1714.62996819631,-305.490460327777
1688.11787030673,-254.598124068835
1778.36737545585,-306.644772731977
1795.46298357149,-234.012663659251
1775.06313186646,-299.549209123831
1702.56194753883,-181.165005421705
1692.42942419115,-234.238866616963
1777.50607514086,-231.267329989538
1793.87603786805,-245.845824351384
1709.34874492241,-263.978927600832
1744.83142170178,-258.120816359476
1753.75073105317,-293.704131390281
1704.15970215558,-256.86537792265
1748.86151007028,-260.007658471775
1761.43166696141,-297.578023647706
1697.19687361494,-296.905925044835
1697.86394390761,-265.789557465938
1668.70875874369,-242.908354578959
1753.42233281818,-222.342329009301
1739.46693497396,-228.240600395026
1717.90178445282,-225.653413948003
1820.20351071235,-262.327087118657
1735.66045672444,-201.543422814868
1791.77621751303,-226.973252471504
1691.80989842335,-339.806396235099
1781.55674155306,-303.94184475946
1709.14223012853,-306.962740288482
1689.7450798528,-285.877997346817
1707.6455966078,-287.537714388966
1674.77699519838,-224.214298841281
1697.96419639,-188.872296936523
1783.07146859199,-318.41094971026
1706.23326810277,-254.895843153128
1738.09800062792,-231.613686578376
1672.69261940076,-264.410932318775
1764.67934196293,-329.071607330693
1684.25745783431,-233.640430728496
1807.77543057322,-253.434389918355
1708.64974235259,-252.66962530453
1695.79361952438,-220.781198555411
1697.82260457619,-346.514860137496
1716.84197079486,-223.364775717838
1714.36269063215,-248.824492275975
1736.17740464109,-176.483165409064
1736.83130263205,-194.215589417606
1732.22922772549,-307.179073372021
1750.29171117815,-289.040623582171
1740.87354114629,-257.624009934035
1703.44902387915,-321.590965577338
1773.82802345255,-258.189142908538
1620.10166569385,-290.563172592873
1680.85765374154,-281.020165397774
1766.96911759883,-267.333483422203
1742.51389807749,-210.794247161462
1756.19521783665,-258.811277578581
1774.91243188947,-220.879929269792
1711.12819582736,-209.941525344156
1776.07912366198,-260.918147190604
1730.99557646478,-244.38363351203
1822.92010207947,-256.980977739754
1740.27857196365,-321.821364384515
1703.00510924022,-258.838325959761
1671.91795114542,-252.886983441058
1818.24063086142,-303.935700221025
1686.09607369319,-308.859533988692
1732.23350703228,-338.677966481976
1799.57508506613,-272.139733202954
1713.53518254265,-186.584482850794
1766.18648967729,-255.127774721462
1773.4448010139,-311.246999891773
1628.8623035927,-235.731962307162
1728.7564169136,-278.345588054284
1715.99798868994,-269.907822430209
1722.34908593487,-185.467656753717
1735.22755117317,-227.038078241045
1719.30862161661,-236.426158666907
1743.90014656999,-217.324432971687
1718.18518324454,-287.108314926931
1728.31761322452,-243.289861375534
1782.4980581809,-283.808910425965
1735.22264818903,-314.037519494835
1753.72970042262,-252.370073111946
1676.81838911533,-280.85538637016
1692.17563141216,-265.718938900597
1690.53563187978,-296.778190723704
1735.59511825664,-222.984774445545
1743.55672883141,-231.171998129823
1734.38723666045,-351.409139996411
1697.09717287982,-198.170127650357
1753.12309299738,-180.242097043545
1729.7739257923,-264.34533849556
1696.82814856379,-206.068373426839
1703.24166047042,-276.144711200645
1774.18743702309,-341.489012842577
1674.00430905684,-229.022921018556
1688.20216012536,-281.353868801154
1717.17798145212,-232.274396074
1768.66949971328,-323.508680680007
1795.62062222803,-264.19464234315
1749.5531179984,-293.138064189756
1746.04903623318,-229.76380739651
1725.17021195227,-335.729759595489
1744.90851021126,-332.484752565431
1721.97472886272,-220.218158570475
1734.39145080432,-285.904079647731
1766.61601792752,-270.389950455013
1786.12329504699,-306.186275524303
1667.66169582088,-179.266046486601
1776.76146134686,-292.371546483357
1736.10914511635,-308.324244016405
1686.30708396142,-239.115800759018
1648.76100318382,-255.219070650984
1760.70794108225,-197.679329317268
1681.47645396386,-292.311116711619
1696.25421548928,-250.928746496932
1725.96105823867,-282.015783318143
1751.72135740395,-278.74397627903
1683.38023915306,-304.897978142036
1737.52343257673,-286.07637096472
1735.94737606367,-279.921480333031
1643.8635750815,-254.77849829425
1790.19797826814,-295.627120837877
1671.99075914147,-310.293670349395
1680.17811484449,-303.857637321406
1680.00215948208,-308.191970259903
1711.89036404753,-333.421016019115
1684.51053485366,-254.797386013237
1675.56240607211,-226.868417438409
1748.28920456772,-264.83396997051
1814.05697397081,-225.100041676202
1697.73996514379,-195.943221514551
1816.36971735692,-292.962181786589
1711.09775174027,-213.541776350031
1643.71734011837,-240.82219639123
1731.89683338845,-263.330653931564
1784.35832045267,-285.948117015005
1663.61359800948,-262.71097330324
1757.82570285711,-315.750802301812
1743.50471108668,-263.972807560628
1729.84427865769,-267.969349315168
1756.94359489604,-286.947916119549
1739.53509871356,-303.693498849483
1723.64803152343,-191.627718814706
1750.59583917993,-264.978462088334
1724.42467687111,-257.694053549593
1762.50468554607,-202.471571241054
1769.46954910625,-327.126566197105
1758.20907611796,-312.848194752826
1654.64028330125,-347.301936187735
1684.80966001841,-292.704786844301
1707.88469132734,-332.454802360474
1769.65632879466,-301.200796155397
1762.95812478133,-283.07537157642
1806.77918207672,-230.342742237825
1756.97622848626,-249.912265280682
