"","Sinkhorn_distance","Category"
"116",0.226070467252824,"Abd vs. Cerv"
"117",0.211430897719409,"Abd vs. Cerv"
"118",0.256073335423855,"Abd vs. Cerv"
"119",0.195184703845266,"Abd vs. Cerv"
"120",0.252484817936294,"Abd vs. Cerv"
"121",0.205067432097112,"Abd vs. Cerv"
"122",0.167260870560225,"Abd vs. Cerv"
"123",0.213783584478876,"Abd vs. Cerv"
"124",0.168724262257827,"Abd vs. Cerv"
"125",0.129365061743918,"Abd vs. Cerv"
"126",0.24175074702558,"Abd vs. Cerv"
"127",0.202252621875851,"Abd vs. Cerv"
"128",0.196753152824136,"Abd vs. Cerv"
"129",0.237552415206069,"Abd vs. Cerv"
"130",0.180622740343177,"Abd vs. Cerv"
"131",0.231535643518033,"Abd vs. Cerv"
"132",0.110853766020252,"Abd vs. Cerv"
"133",0.0927522199565573,"Abd vs. Cerv"
"134",0.113407012586891,"Abd vs. Cerv"
"135",0.0985787965097226,"Abd vs. Cerv"
"136",0.106118524264462,"Abd vs. Cerv"
"137",0.136697616766632,"Abd vs. Cerv"
"138",0.107643602983155,"Abd vs. Cerv"
"139",0.106545121645226,"Abd vs. Cerv"
"140",0.132562746698825,"Abd vs. Cerv"
"141",0.0996582941285091,"Abd vs. Cerv"
"142",0.127923750820907,"Abd vs. Cerv"
"143",0.0782318921999054,"Abd vs. Cerv"
"144",0.102391086527105,"Abd vs. Cerv"
"145",0.078312406901641,"Abd vs. Cerv"
"146",0.103530536123955,"Abd vs. Cerv"
"147",0.143270769031913,"Abd vs. Cerv"
"148",0.0759810621940343,"Abd vs. Cerv"
"149",0.0807325560345446,"Abd vs. Cerv"
"150",0.0863754934569584,"Abd vs. Cerv"
"151",0.0767272706034398,"Abd vs. Cerv"
"152",0.0957275564430696,"Abd vs. Cerv"
"153",0.075648321858833,"Abd vs. Cerv"
