"","Sinkhorn_distance","Category"
"120",0.0898537114686174,"Vag vs. Vag"
"121",0.113896838035954,"Vag vs. Vag"
"122",0.0903914884688561,"Vag vs. Vag"
"123",0.176717439192659,"Vag vs. Vag"
"124",0.195184703845266,"Vag vs. Vag"
"125",0.180622740343177,"Vag vs. Vag"
"126",0.0932852546000678,"Vag vs. Vag"
"127",0.0933370436947493,"Vag vs. Vag"
"128",0.0949154439728587,"Vag vs. Vag"
"129",0.0899823112540424,"Vag vs. Vag"
"130",0.12167745301179,"Vag vs. Vag"
"131",0.109613553774124,"Vag vs. Vag"
"132",0.0996582941285091,"Vag vs. Vag"
"133",0.0957275564430696,"Vag vs. Vag"
"134",0.0952419044459801,"Vag vs. Vag"
"135",0.0889212922694898,"Vag vs. Vag"
"136",0.104449646030221,"Vag vs. Vag"
"137",0.0579288738914354,"Vag vs. Vag"
"138",0.0847478969753843,"Vag vs. Vag"
"139",0.230225199655856,"Vag vs. Vag"
"140",0.252484817936294,"Vag vs. Vag"
"141",0.231535643518033,"Vag vs. Vag"
"142",0.0773308976588503,"Vag vs. Vag"
"143",0.111373729706536,"Vag vs. Vag"
"144",0.0750076058283751,"Vag vs. Vag"
"145",0.114353781775524,"Vag vs. Vag"
"146",0.156891328798412,"Vag vs. Vag"
"147",0.0635371703170677,"Vag vs. Vag"
"148",0.127923750820907,"Vag vs. Vag"
"149",0.075648321858833,"Vag vs. Vag"
"150",0.0780969169065551,"Vag vs. Vag"
"151",0.0889500392211089,"Vag vs. Vag"
"152",0.0639379133167942,"Vag vs. Vag"
"153",0.102413946717782,"Vag vs. Vag"
"154",0.100031327078601,"Pelv vs. Pelv"
"155",0.104055453291679,"Pelv vs. Pelv"
"156",0.047202767456493,"Pelv vs. Pelv"
"157",0.100670520892208,"Pelv vs. Pelv"
"158",0.0519117833833786,"Pelv vs. Pelv"
"159",0.0457794134942262,"Pelv vs. Pelv"
"160",0.0950535645822745,"Pelv vs. Pelv"
"161",0.0616312679801754,"Pelv vs. Pelv"
"162",0.0592444374752369,"Pelv vs. Pelv"
"163",0.0612557242968695,"Pelv vs. Pelv"
"164",0.10056810755303,"Pelv vs. Pelv"
"165",0.0510354220739958,"Pelv vs. Pelv"
"166",0.0449482484587527,"Pelv vs. Pelv"
"167",0.050022316379361,"Pelv vs. Pelv"
"168",0.0609097571941395,"Pelv vs. Pelv"
"169",0.0914963363171831,"Pelv vs. Pelv"
"170",0.070042731959263,"Pelv vs. Pelv"
"171",0.0700347854340129,"Pelv vs. Pelv"
"172",0.070679128278244,"Pelv vs. Pelv"
"173",0.0715611562983839,"Pelv vs. Pelv"
"174",0.0699528487671511,"Pelv vs. Pelv"
"175",0.0904694518365586,"Pelv vs. Pelv"
"176",0.0716418849804378,"Pelv vs. Pelv"
"177",0.0709564967148332,"Pelv vs. Pelv"
"178",0.0712682047587722,"Pelv vs. Pelv"
"179",0.0731219782115292,"Pelv vs. Pelv"
"180",0.0714023216138817,"Pelv vs. Pelv"
"181",0.0764730244364223,"Pelv vs. Pelv"
"182",0.0882227255281667,"Pelv vs. Pelv"
"183",0.0787898504102134,"Pelv vs. Pelv"
"184",0.0801909922031266,"Pelv vs. Pelv"
"185",0.0792320479671817,"Pelv vs. Pelv"
"186",0.0778104727727081,"Pelv vs. Pelv"
"187",0.0782670007626751,"Pelv vs. Pelv"
"188",0.0759464887939368,"Pelv vs. Pelv"
"189",0.0805918331657491,"Pelv vs. Pelv"
"190",0.0994331316997825,"Pelv vs. Pelv"
"191",0.0539343075932739,"Pelv vs. Pelv"
"192",0.0484557355564708,"Pelv vs. Pelv"
"193",0.0526798359209093,"Pelv vs. Pelv"
"194",0.0627021854340092,"Pelv vs. Pelv"
"195",0.0523006290149796,"Pelv vs. Pelv"
"196",0.0708333776728945,"Pelv vs. Pelv"
"197",0.0714638279769117,"Pelv vs. Pelv"
"198",0.0791686306984781,"Pelv vs. Pelv"
"199",0.0911654403880504,"Pelv vs. Pelv"
"200",0.104059114137332,"Pelv vs. Pelv"
"201",0.108940778882412,"Pelv vs. Pelv"
"202",0.10544083225296,"Pelv vs. Pelv"
"203",0.0984903995398693,"Pelv vs. Pelv"
"204",0.104006897015904,"Pelv vs. Pelv"
"205",0.0924147154066798,"Pelv vs. Pelv"
"206",0.0972713077241441,"Pelv vs. Pelv"
"207",0.0881979999520575,"Pelv vs. Pelv"
"208",0.104575688575745,"Pelv vs. Pelv"
"209",0.104566792303339,"Vag vs. Pelv"
"210",0.0867648527550148,"Vag vs. Pelv"
"211",0.187022033053507,"Vag vs. Pelv"
"212",0.205463641280964,"Vag vs. Pelv"
"213",0.191345467190883,"Vag vs. Pelv"
"214",0.0898337867369303,"Vag vs. Pelv"
"215",0.096060253447676,"Vag vs. Pelv"
"216",0.0908568149398555,"Vag vs. Pelv"
"217",0.0920280345079909,"Vag vs. Pelv"
"218",0.128018597219168,"Vag vs. Pelv"
"219",0.100386600929648,"Vag vs. Pelv"
"220",0.105339946559862,"Vag vs. Pelv"
"221",0.0902713051389341,"Vag vs. Pelv"
"222",0.090971338048161,"Vag vs. Pelv"
"223",0.0864497593743535,"Vag vs. Pelv"
"224",0.0966539647204635,"Vag vs. Pelv"
"225",0.0878746149923281,"Vag vs. Pelv"
"226",0.0960439277145256,"Vag vs. Pelv"
"227",0.0471807321811652,"Vag vs. Pelv"
"228",0.087050794193912,"Vag vs. Pelv"
"229",0.241721163913265,"Vag vs. Pelv"
"230",0.264621179106736,"Vag vs. Pelv"
"231",0.244535786163562,"Vag vs. Pelv"
"232",0.0799103771645322,"Vag vs. Pelv"
"233",0.118262641509353,"Vag vs. Pelv"
"234",0.0761017940076651,"Vag vs. Pelv"
"235",0.12232743001314,"Vag vs. Pelv"
"236",0.165595498617713,"Vag vs. Pelv"
"237",0.0579627126751828,"Vag vs. Pelv"
"238",0.137398854070127,"Vag vs. Pelv"
"239",0.07812142118702,"Vag vs. Pelv"
"240",0.0789167145576594,"Vag vs. Pelv"
