"x1","y1","x2","y2"
1211.154116,-1827.368024,1077.188748,-1892.692462
789.182267,-2158.174634,603.252796,-1968.431804
789.182267,-2158.174634,969.339486,-1974.137171
982.943491,-2160.367784,1290.929953,-2251.64143
982.943491,-2160.367784,1048.765082,-2346.428514
982.943491,-2160.367784,789.182267,-2158.174634
858.179461,-1911.253282,898.423898,-1707.521563
858.179461,-1911.253282,1005.182447,-1719.945688
858.179461,-1911.253282,969.339486,-1974.137171
1684.720475,-1912.708258,1739.757297,-1879.154958
1684.720475,-1912.708258,1725.392384,-1963.607155
1684.720475,-1912.708258,1602.017281,-1905.992018
2047.018386,-1684.305733,1795.697724,-1602.263889
2132.161221,-2009.670529,1965.257643,-1844.938186
2598.666907,-2220.782574,2549.094975,-2238.623169
2870.046961,-2051.721574,2864.934467,-1842.6157
2737.849466,-2201.631618,2703.644597,-2414.742642
2737.849466,-2201.631618,2856.859821,-2124.650432
2737.849466,-2201.631618,2598.666907,-2220.782574
2402.289665,-1766.660226,2047.018386,-1684.305733
2402.289665,-1766.660226,2132.161221,-2009.670529
2479.151073,-2155.793527,2549.094975,-2238.623169
2479.151073,-2155.793527,2598.666907,-2220.782574
2246.113054,-1606.068727,2402.289665,-1766.660226
3261.45447,-1423.60282,3277.876692,-1446.936132
3090.7411,-2066.586063,2856.859821,-2124.650432
2400.11955,-1448.24423,2435.737873,-1421.01287
2535.398517,-1974.803543,2132.161221,-2009.670529
2971.573027,-1631.040263,2978.349523,-1621.875021
3385.594954,-1703.335026,3391.409424,-1888.41287
2831.498487,-1439.447156,2971.573027,-1631.040263
2296.266175,-2185.241127,2367.497757,-2461.497359
2296.266175,-2185.241127,2479.151073,-2155.793527
2296.266175,-2185.241127,2535.398517,-1974.803543
2206.101938,-1521.21037,2047.018386,-1684.305733
2206.101938,-1521.21037,2246.113054,-1606.068727
2206.101938,-1521.21037,2400.11955,-1448.24423
2481.493951,-1684.954937,2402.289665,-1766.660226
2481.493951,-1684.954937,2246.113054,-1606.068727
2481.493951,-1684.954937,2535.398517,-1974.803543
3338.781186,-1534.398831,3277.876692,-1446.936132
3338.781186,-1534.398831,3385.594954,-1703.335026
3075.462378,-1831.439589,3391.409424,-1888.41287
3075.462378,-1831.439589,2978.349523,-1621.875021
3075.462378,-1831.439589,2971.573027,-1631.040263
2638.234589,-1554.623682,2400.11955,-1448.24423
2638.234589,-1554.623682,2971.573027,-1631.040263
2856.86304,-2075.836357,2856.859821,-2124.650432
2856.86304,-2075.836357,2870.046961,-2051.721574
2856.86304,-2075.836357,2737.849466,-2201.631618
3129.867662,-2173.732469,2832.001417,-2523.389087
3129.867662,-2173.732469,3209.348157,-2312.505792
3129.867662,-2173.732469,3090.7411,-2066.586063
2732.113245,-1779.176562,2864.934467,-1842.6157
2732.113245,-1779.176562,2870.046961,-2051.721574
2732.113245,-1779.176562,2481.493951,-1684.954937
2949.042532,-2015.751455,2864.934467,-1842.6157
2949.042532,-2015.751455,2870.046961,-2051.721574
2949.042532,-2015.751455,3090.7411,-2066.586063
4712.555448,-1879.831421,4450.610392,-1760.070181
3493.387656,-1837.020903,3391.409424,-1888.41287
3493.387656,-1837.020903,3385.594954,-1703.335026
3572.125814,-1425.436248,3813.809998,-1525.526843
4148.591379,-2156.488658,4220.729877,-2246.104661
4148.591379,-2156.488658,4123.518224,-1875.925829
4658.915171,-1723.946413,4450.610392,-1760.070181
4658.915171,-1723.946413,4712.555448,-1879.831421
3951.381327,-1996.16403,4123.518224,-1875.925829
4522.410404,-1583.492337,4664.888088,-1635.170189
3562.790843,-1468.604127,3572.125814,-1425.436248
4274.513594,-2199.939249,4220.729877,-2246.104661
4274.513594,-2199.939249,4429.113426,-2427.169455
4274.513594,-2199.939249,4148.591379,-2156.488658
3529.303191,-1912.323639,3391.409424,-1888.41287
3529.303191,-1912.323639,3493.387656,-1837.020903
3529.303191,-1912.323639,3640.691395,-2084.83309
3624.10676,-2116.425814,3640.691395,-2084.83309
4238.251699,-1888.955182,4123.518224,-1875.925829
3577.151701,-1695.582884,3493.387656,-1837.020903
3577.151701,-1695.582884,3562.790843,-1468.604127
3879.915156,-2016.94618,3950.086641,-2268.589041
3879.915156,-2016.94618,3951.381327,-1996.16403
4362.48074,-1931.09986,4450.610392,-1760.070181
4362.48074,-1931.09986,4274.513594,-2199.939249
4362.48074,-1931.09986,4238.251699,-1888.955182
3430.905141,-2142.631662,3344.999681,-2316.05312
3430.905141,-2142.631662,3391.409424,-1888.41287
3430.905141,-2142.631662,3529.303191,-1912.323639
3430.905141,-2142.631662,3624.10676,-2116.425814
3513.437743,-1482.248915,3277.876692,-1446.936132
3513.437743,-1482.248915,3338.781186,-1534.398831
3513.437743,-1482.248915,3572.125814,-1425.436248
3513.437743,-1482.248915,3562.790843,-1468.604127
3719.892429,-2049.738948,3873.236984,-2294.994544
3719.892429,-2049.738948,3640.691395,-2084.83309
3719.892429,-2049.738948,3624.10676,-2116.425814
3719.892429,-2049.738948,3879.915156,-2016.94618
4409.508436,-1386.150693,4522.410404,-1583.492337
3737.57712,-1839.531368,3493.387656,-1837.020903
3737.57712,-1839.531368,3951.381327,-1996.16403
3737.57712,-1839.531368,3577.151701,-1695.582884
4716.097306,-1482.095338,4664.888088,-1635.170189
4716.097306,-1482.095338,4522.410404,-1583.492337
3960.629611,-1707.66086,3951.381327,-1996.16403
3960.629611,-1707.66086,4238.251699,-1888.955182
4822.05564,-1865.947349,4712.555448,-1879.831421
4822.05564,-1865.947349,4658.915171,-1723.946413
4822.05564,-1865.947349,4936.665715,-2122.581836
5376.46573,-1854.765474,5406.114408,-1651.708546
5133.097296,-1600.105506,5044.219457,-1801.380892
4823.16651,-1624.614366,4664.888088,-1635.170189
4823.16651,-1624.614366,4716.097306,-1482.095338
4823.16651,-1624.614366,5133.097296,-1600.105506
5248.784152,-1650.301015,5406.114408,-1651.708546
5248.784152,-1650.301015,5133.097296,-1600.105506
5256.142197,-1430.187193,5303.163562,-1416.215356
5256.142197,-1430.187193,4970.397788,-1443.851391
5456.267798,-1888.935636,5406.114408,-1651.708546
5456.267798,-1888.935636,5376.46573,-1854.765474
4897.228537,-2226.684756,4776.568709,-2419.793203
4897.228537,-2226.684756,5089.189246,-2295.463785
4897.228537,-2226.684756,5094.320776,-2350.835527
4897.228537,-2226.684756,4982.564596,-2497.363538
4897.228537,-2226.684756,4936.665715,-2122.581836
5288.181901,-1489.240686,5248.784152,-1650.301015
5288.181901,-1489.240686,5256.142197,-1430.187193
5127.711402,-1768.49482,5193.440008,-1965.006484
5127.711402,-1768.49482,5376.46573,-1854.765474
5127.711402,-1768.49482,5044.219457,-1801.380892
5127.711402,-1768.49482,5248.784152,-1650.301015
5013.607481,-1979.22712,4936.665715,-2122.581836
5013.607481,-1979.22712,5193.440008,-1965.006484
5013.607481,-1979.22712,5044.219457,-1801.380892
5511.666669,-1575.692111,5288.181901,-1489.240686
5356.093297,-2097.491577,5303.312366,-2316.259401
5356.093297,-2097.491577,5456.823966,-2441.52256
5356.093297,-2097.491577,5193.440008,-1965.006484
4932.165844,-861.253111,4818.215173,-850.720659
4988.038667,-1088.031312,5256.142197,-1430.187193
5283.230248,-674.555819,5261.239872,-516.441984
4961.992845,-1014.129832,5123.216676,-1003.774292
4961.992845,-1014.129832,4988.038667,-1088.031312
4818.628032,-711.602416,4818.215173,-850.720659
4818.628032,-711.602416,4932.165844,-861.253111
5323.921748,-1284.063936,5303.163562,-1416.215356
5323.921748,-1284.063936,5256.142197,-1430.187193
5346.090829,-699.801531,5261.239872,-516.441984
5346.090829,-699.801531,5283.230248,-674.555819
4784.204009,-918.490696,4818.215173,-850.720659
4784.204009,-918.490696,4932.165844,-861.253111
4784.204009,-918.490696,4961.992845,-1014.129832
5272.319688,-931.598929,5123.216676,-1003.774292
5272.319688,-931.598929,5346.090829,-699.801531
5500.772271,-1134.714165,5323.921748,-1284.063936
5077.0771,-660.315848,5283.230248,-674.555819
5077.0771,-660.315848,4818.628032,-711.602416
4953.394031,-1111.917137,4970.397788,-1443.851391
4953.394031,-1111.917137,4988.038667,-1088.031312
4816.023152,-1179.644728,4953.394031,-1111.917137
4987.888303,-559.913541,4786.758625,-606.270771
4987.888303,-559.913541,5077.0771,-660.315848
5420.066504,-1365.479894,5303.163562,-1416.215356
5420.066504,-1365.479894,5288.181901,-1489.240686
5420.066504,-1365.479894,5323.921748,-1284.063936
5426.189338,-1104.37959,5123.216676,-1003.774292
5426.189338,-1104.37959,5497.074306,-852.674653
5426.189338,-1104.37959,5272.319688,-931.598929
5426.189338,-1104.37959,5500.772271,-1134.714165
4564.33338,-745.34171,4786.758625,-606.270771
4581.370903,-1067.571143,4784.204009,-918.490696
4581.370903,-1067.571143,4816.023152,-1179.644728
4086.788777,-682.860909,3780.659836,-653.228087
4086.788777,-682.860909,4078.946679,-553.56469
4541.836073,-823.741684,4564.33338,-745.34171
4438.970322,-1245.369319,4409.508436,-1386.150693
4322.409744,-1009.907339,4581.370903,-1067.571143
3500.292936,-865.651939,3541.283945,-949.066455
