 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,319079.696,434.272,2691.958,2552.866,0.615,2.356,0.424,1.277,0,1,2270775,432.314,245.880,83718.227,10330.360,2906.950,0.201,-0.652,-1.520,-1.036,2.265,1.231E16,0.041,0.001,3.903E-6,2.549E-6,6.428E-12,4.354E-8,4.829E-12,6.886,5.368,1.518,64.976
2,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,126530.951,939.724,2679.842,1391.813,0.821,1.216,0.822,1.216,0,1,1277550,943.991,232.214,13459.335,14317.175,75.763,-0.005,-0.323,-1.731,-1.199,84.991,969468393170.851,0.022,4.649E-7,3.440E-7,4.629E-7,-9.083E-14,2.800E-10,1.608E-13,5.167,5.122,0.045,46.948
3,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,6481.710,1127.139,2848.705,302.454,0.890,2.181,0.459,1.485,0,1,184365,1122.214,34.789,1439.043,169.509,5.987,0.173,-0.442,-1.356,-0.740,0.270,297170581524.568,0.009,4.742E-5,2.954E-7,4.106E-8,-2.705E-15,-1.799E-10,3.623E-15,4.645,3.102,1.543,64.289
4,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,42101.868,1289.187,2771.846,804.965,0.817,1.030,0.971,1.207,0,1,514590,1298.092,117.147,4003.264,5320.673,642.574,0.326,-0.042,-1.374,-1.606,67.855,1.743E12,0.018,1.279E-5,1.167E-6,2.558E-7,2.338E-14,-3.474E-10,1.378E-13,5.119,4.831,0.289,47.451
5,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,599661.341,1401.636,1776.087,5005.103,0.301,8.069,0.124,1.202,0,1,4066485,1338.783,1195.342,2121.546,467587.959,7728.248,0.485,-0.140,-0.488,-1.392,89.049,8.820E17,0.116,0.013,3.915E-5,3.024E-5,1.039E-9,3.204E-6,-5.459E-11,8.526,4.589,3.937,83.907
6,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,60673.709,1161.972,2711.646,923.206,0.895,1.379,0.725,1.211,0,1,911880,1161.292,158.972,6086.784,10290.197,-201.081,0.068,0.157,-1.668,-1.452,-87.267,1.626E13,0.018,2.144E-5,4.338E-9,7.388E-8,-1.312E-15,3.185E-10,1.681E-16,5.178,4.797,0.381,47.170
7,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,74215.688,132.137,2667.348,1084.632,0.793,1.075,0.930,1.197,0,1,892245,152.704,204.549,6407.983,9861.158,-147.871,-0.211,0.133,-1.329,-1.650,-87.552,1.072E13,0.018,1.509E-5,3.727E-7,2.000E-7,2.437E-14,-2.182E-10,-4.887E-14,5.147,4.835,0.312,34.306
8,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,27449.787,1331.592,2579.131,577.940,1.000,1.369,0.730,1.328,0,1,559215,1332.537,289.546,2553.436,4167.157,-5.796,-0.007,0.024,-1.535,-1.472,-89.794,1.456E12,0.012,8.328E-6,1.585E-7,1.262E-8,-1.036E-16,2.777E-11,5.546E-16,4.578,4.224,0.353,43.294
9,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,72143.996,424.807,2492.428,923.445,1.000,1.389,0.720,1.508,0,1,1022295,418.627,394.690,11475.638,5457.581,1675.966,0.145,-0.210,-1.403,-1.345,14.558,4.851E13,0.017,4.541E-5,1.757E-7,1.354E-8,7.774E-18,3.304E-11,6.602E-16,5.222,4.600,0.623,62.503
10,MAX_File_163_10-8-19_DYM_8_6_Prox_Chat-g_CalB-r_CalR-b_SP-m.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,48005.018,1188.096,2489.777,819.734,0.898,1.583,0.632,1.165,0,1,838185,1184.971,389.887,9752.472,4355.764,517.011,-0.012,-0.155,-1.574,-1.690,5.423,2.531E13,0.017,4.298E-5,9.672E-10,6.585E-9,1.632E-17,-2.476E-11,-3.143E-18,5.228,4.635,0.593,53.595
