"","Sinkhorn_distance","Category"
"166",0.075803373,"Pelvic vs. Cerv Vagus"
"167",0.142465637,"Pelvic vs. Cerv Vagus"
"168",0.158834859,"Pelvic vs. Cerv Vagus"
"169",0.145097544,"Pelvic vs. Cerv Vagus"
"170",0.116563072,"Pelvic vs. Cerv Vagus"
"171",0.144335614,"Pelvic vs. Cerv Vagus"
"172",0.095159138,"Pelvic vs. Cerv Vagus"
"173",0.105457357,"Pelvic vs. Cerv Vagus"
"174",0.116459463,"Pelvic vs. Cerv Vagus"
"175",0.142765266,"Pelvic vs. Cerv Vagus"
"176",0.097134969,"Pelvic vs. Cerv Vagus"
"177",0.054986944,"Pelvic vs. Cerv Vagus"
"178",0.147714344,"Pelvic vs. Cerv Vagus"
"179",0.153557977,"Pelvic vs. Cerv Vagus"
"180",0.137689532,"Pelvic vs. Cerv Vagus"
"181",0.102418614,"Pelvic vs. Cerv Vagus"
"182",0.123297272,"Pelvic vs. Cerv Vagus"
"183",0.083249246,"Pelvic vs. Cerv Vagus"
"184",0.090258862,"Pelvic vs. Cerv Vagus"
"185",0.10519524,"Pelvic vs. Cerv Vagus"
"186",0.135385694,"Pelvic vs. Cerv Vagus"
"187",0.080505962,"Pelvic vs. Cerv Vagus"
"188",0.132673688,"Pelvic vs. Cerv Vagus"
"189",0.110757628,"Pelvic vs. Cerv Vagus"
"190",0.137362339,"Pelvic vs. Cerv Vagus"
"191",0.105043831,"Pelvic vs. Cerv Vagus"
"192",0.071881472,"Pelvic vs. Cerv Vagus"
"193",0.088900629,"Pelvic vs. Cerv Vagus"
"194",0.070803647,"Pelvic vs. Cerv Vagus"
"195",0.054812942,"Pelvic vs. Cerv Vagus"
"196",0.054709161,"Pelvic vs. Cerv Vagus"
"197",0.106886497,"Pelvic vs. Cerv Vagus"
"198",0.05727144,"Pelvic vs. Cerv Vagus"
