,Node_Count,Convexity,Area_CF,Perim.,Ext.,Disp.,Elong.,Eccentr.,Orient.,Area_SL,ens_location,sample_id
532,4,1,14718.5,513.5308737,0.668578236,0.205863594,0.462714642,25930998843,24.17892146,14706.91306,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
533,6,1,30660.5,695.8621139,0.261295612,0.109132913,0.1521627,21371723539,24.0489596,30706.20002,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
534,6,1,32629,718.9012729,0.28647147,0.072972834,0.213498636,34819440378,70.84174777,32734.33325,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
535,7,1,25691.5,663.014274,1.135075204,0.120941221,1.014133984,3.55147E+11,-77.70790459,25646.61023,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
536,10,0.997343991,48878,909.8204337,0.847841099,0.11434743,0.733493669,1.14865E+12,-78.38217305,48815.0469,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
537,5,1,9390,407.6914244,0.860055478,0.16493641,0.695119069,8202444689,-76.23793841,9395.200638,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
538,7,1,22032.5,573.2418068,0.158728559,0.044201826,0.114526733,2753819026,-72.49158067,22083.32939,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
539,9,1,56987.5,921.1579032,0.135949288,0.055964426,0.079984862,1.21737E+11,55.48055684,57056.37514,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
540,4,1,2927.5,258.4150718,0.657559075,0.583653566,0.073905508,487802210.2,-42.58283774,2866.701529,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
541,4,1,6066,344.5472664,0.703481612,0.223640384,0.479841228,928705274.1,80.85418418,6004.918529,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
542,4,1,12612,510.1640148,1.328602242,0.279971587,1.048630655,58323711703,13.73482922,12566.68703,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
543,6,0.999707597,14100,492.7519869,0.808131666,0.196155078,0.611976588,34962465596,-67.71589541,14072.22228,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
544,5,1,26263.5,667.7544552,0.194751641,0.17691561,0.017836032,34709646771,46.46073891,26277.90737,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
545,5,1,20760,599.0061646,0.373616099,0.145037832,0.228578267,18917911085,63.98408971,20786.42484,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
546,4,1,21495.5,604.6960862,0.179257111,0.155030479,0.024226631,21365583240,46.81410175,21476.09047,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
547,7,1,43631,783.5216407,0.12986863,0.044194037,0.085674593,96047117648,36.69042951,43605.36823,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
548,5,1,41777,810.6368473,0.278311565,0.074069118,0.204242447,47956548618,10.60118667,41957.66006,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
549,7,0.999930822,53306,936.5309968,0.333786728,0.11983082,0.213955908,2.88977E+11,63.13312967,53294.9836,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
550,6,1,38068,799.6949181,0.427210286,0.143882337,0.283327949,1.34086E+11,22.60063151,38086.15002,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
551,5,1,20849,593.0860315,0.242762645,0.193346965,0.04941568,42428222116,-47.60582758,20849.42995,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
552,5,1,14073.5,539.825406,1.183249911,0.412223357,0.771026554,78004375752,66.98166099,13987.35502,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
553,6,1,9839,394.8696894,0.316790036,0.202244915,0.114545121,6529750744,50.09132315,9867.276443,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
554,6,1,12406,462.1484571,0.478798755,0.180951558,0.297847197,4776769050,-21.16798938,12363.88294,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
555,6,1,35336.5,733.4593473,0.152771491,0.068254506,0.084516985,5147271490,-12.39052103,35387.98241,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
556,6,1,20327,581.2335527,0.73692136,0.09042141,0.646499951,61127913431,-78.42262739,20294.86385,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
557,6,1,21452.5,653.6743702,1.137398857,0.583520117,0.55387874,3.93207E+11,-59.17950673,21502.37277,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
558,5,1,22674,586.7615513,0.1251789,0.062145335,0.063033565,3600900805,-57.13742871,22606.94403,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
559,6,1,17069,551.1278202,0.74345062,0.36047275,0.38297787,69787281525,58.65911595,17019.11585,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
560,5,1,13253,489.7734743,0.533189872,0.302816535,0.230373337,16292582671,33.97210887,13275.9052,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
561,8,1,42499,801.193955,0.259137033,0.178342254,0.080794779,4.46093E+11,41.19833363,42420.53908,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
562,5,1,5998.5,381.36084,1.419755856,0.554392624,0.865363232,9117777529,22.13439142,5967.149521,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
563,7,1,30637,687.3309405,0.302177925,0.155855184,0.14632274,1.37605E+11,37.42320994,30670.80949,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
564,4,1,8260,442.7943182,0.719569804,0.575503686,0.144066118,11007398433,-49.8190509,8226.54628,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
565,6,1,34932.5,765.5161769,0.322430182,0.247538985,0.074891197,3.95573E+11,42.06931593,34987.82468,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
566,5,1,13268.5,488.6070138,0.719227101,0.185909431,0.53331767,11540098959,83.43546247,13225.53896,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
567,5,1,20734,587.7199188,0.716244888,0.173608249,0.542636639,87874435450,22.81565553,20764.59145,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
568,6,1,22664,624.8039518,0.427285033,0.364670986,0.062614047,1.65597E+11,42.88523319,22618.36263,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
569,6,1,17841.5,562.6616365,0.383429013,0.317221261,0.066207751,62619034887,47.50658302,17909.18439,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
570,8,1,46627,810.741506,0.039444529,0.03943213,1.2398922264279e-05,20185897535,44.99716055,46526.98937,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
571,5,1,26783.5,665.8304384,0.507656488,0.135425334,0.372231155,99434356501,64.33607213,26708.74711,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
572,6,1,23888,589.8237212,0.310481009,0.044209777,0.266271232,17721091759,74.36821416,23976.15872,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
573,5,1,34476,743.1578535,0.307255666,0.130076762,0.177178904,1.41936E+11,-34.31019077,34439.13288,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
574,3,1,10947,489.2387916,0.692286607,0.344428082,0.347858525,7949243258,-25.69565541,10865.23108,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
575,4,1,3845,329.5548504,1.537758204,0.633436974,0.90432123,2833479093,21.71449727,3815.327782,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
576,5,1,32773,731.4422399,0.48369899,0.208301495,0.275397495,2.84471E+11,33.44009729,32850.97487,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
577,5,1,26489.5,650.4823634,0.305270171,0.124631016,0.180639155,52709304129,32.90595446,26526.51602,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
578,8,1,41511,772.8591296,0.176542902,0.05670943,0.119833472,57110097810,30.45833084,41429.45346,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
579,6,1,26992.5,636.7022115,0.114026949,0.063098474,0.050928475,5915054596,54.92498286,27047.94897,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
580,3,1,6424,400.9825886,1.306529135,0.279259497,1.027269638,6221786053,3.127503893,6450.56369,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
581,11,0.992478357,80764,1092.927907,0.112850821,0.057750554,0.055100268,87767999596,-59.61835907,80596.06127,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
582,5,1,12488.5,473.7695745,0.543244488,0.191836456,0.351408032,7785689251,-67.27190258,12471.61009,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
583,8,1,46537.5,836.0387248,0.118761304,0.077596841,0.041164463,87655949476,40.35325285,46540.76147,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
584,6,0.999527767,25056,638.6939012,0.148156381,0.134213134,0.013943247,27427401684,-43.8462616,25041.65594,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
585,5,1,9115,384.5004113,0.603485365,0.07553983,0.527945534,4021269475,14.55303886,9146.595773,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
586,5,1,7032,365.6475042,0.789864969,0.19514049,0.594724479,2469221459,-78.30868032,7045.279547,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
587,6,1,17992.5,570.126835,1.011544141,0.388064542,0.6234796,1.40888E+11,62.95655241,17908.11095,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
588,6,1,13684.5,453.1105336,0.248682258,0.05903869,0.189643568,1366886407,-79.68772224,13645.97223,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
589,6,1,14569.5,549.223006,0.981859494,0.51436199,0.467497504,88793206326,31.64563917,14650.88066,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
590,10,0.942222016,61500.5,1114.938897,0.484588779,0.171170054,0.313418725,5.65864E+11,18.70109283,61453.83289,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
591,4,1,4905,332.9410338,0.899419103,0.373045057,0.526374046,1483897725,67.39793115,4970.348552,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
592,5,1,11298.5,429.1091705,0.398619469,0.115885098,0.282734371,3690856742,23.83242106,11274.25484,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
593,5,1,3825.5,254.9245226,0.467471458,0.173587581,0.293883878,134459904.1,-69.40906027,3821.144557,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
594,6,0.999892203,41021.5,821.8245754,0.32848943,0.22938392,0.09910551,5.43582E+11,40.85353745,41016.98308,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
595,7,1,52155,882.953736,0.200232153,0.046851404,0.153380749,79720610392,68.94428075,52276.22738,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
596,5,1,17740,553.8395741,0.454101497,0.342166426,0.111935071,70065097196,41.00389182,17640.11855,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
597,6,1,31318,708.7062031,0.487573568,0.110175921,0.377397647,1.25525E+11,-67.59779793,31336.4048,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
598,6,1,8748.5,379.897798,0.415609662,0.226115205,0.189494457,4656640994,53.38923887,8667.661545,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
599,5,0.999820772,21842.5,619.7306942,0.603705504,0.262528873,0.341176631,1.09177E+11,-58.18721965,21833.6246,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
600,6,1,18290,572.8225534,0.656070648,0.235099843,0.420970806,53922071728,26.84882146,18280.5277,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
601,6,1,21770.5,604.3773524,0.392281741,0.346691981,0.04558976,1.36354E+11,43.43306113,21686.8514,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
602,5,1,13402,468.2865625,0.507236332,0.222040125,0.285196207,20191443945,33.02919415,13419.09857,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
603,3,1,4725,386.1323346,1.737226003,0.72843843,1.008787574,7537154622,21.03061514,4714.762648,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
604,4,1,5208,356.4578461,0.807654327,0.688648932,0.119005395,4961369951,-48.30353812,5261.26973,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
605,3,1,9256.5,475.070414,0.820095733,0.537028389,0.283067344,14570842151,35.16993074,9257.702941,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
606,6,1,23278,590.6573714,0.084501105,0.077241948,0.007259157,17190082340,45.64935726,23170.6494,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
607,4,0.999678454,7700.5,451.8961955,0.743358367,0.686855676,0.056502691,12392483482,43.29951883,7615.830465,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
608,7,1,76255.5,1121.214452,0.391370616,0.259269673,0.132100943,4.41213E+12,39.92341343,76505.71842,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
609,6,0.999920221,25467.5,643.0220361,0.547829636,0.167949305,0.379880331,99076040550,63.82197909,25421.00907,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
610,4,1,14648,512.1977063,0.435711823,0.167208488,0.268503334,8079035397,-66.11135551,14748.20135,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
611,6,1,33295.5,735.6697232,0.665901401,0.256200826,0.409700576,4.75231E+11,30.63842577,33312.90458,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
612,4,1,18403,570.1613097,0.264838505,0.170974756,0.093863749,13549918015,52.27781749,18460.35836,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
613,7,1,38510,756.741445,0.08578182,0.050404735,0.035377085,941798329,-1.523941758,38521.58323,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
614,7,1,17890.5,620.5567139,1.191615208,0.758717225,0.432897984,2.97145E+11,55.39948691,17829.17779,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
615,8,0.999999237,52226,892.094983,0.330090376,0.075968286,0.25412209,2.98588E+11,65.17701504,52152.81438,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
616,6,1,37631.5,743.9874806,0.19922394,0.063055085,0.136168855,52138401906,59.84815028,37479.89522,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
617,5,1,11701.5,467.718725,0.796229879,0.308244652,0.487985227,22290709539,27.40226887,11730.33296,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
618,5,1,13811.5,486.4200187,0.586857482,0.142768023,0.444089459,14039874968,-20.03301324,13853.36298,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
619,5,1,24656.5,631.6337406,0.314193804,0.133040121,0.181153683,36484508037,31.91121917,24572.99421,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
620,4,1,14201,535.4089651,0.863771722,0.615149155,0.248622567,97535860092,38.29912036,14298.99755,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
621,5,1,22555,609.4176929,0.224432144,0.210691873,0.01374027,71438773370,44.35405853,22684.88853,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
622,6,1,25297,626.6359241,0.417696334,0.085125146,0.332571188,43800275705,20.77731027,25294.93829,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
623,8,1,24532.5,613.1338672,0.408531254,0.087002141,0.321529113,20934955321,1.366049177,24456.35561,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
624,6,1,29319.5,660.86044,0.307434545,0.124955982,0.182478563,1.14757E+11,54.48106305,29226.01062,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
625,5,1,4398,355.3665657,1.669102023,1.276520183,0.39258184,11448693674,53.52316381,4424.90961,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
626,15,0.898922005,102094,1778.03285,1.954789372,0.8547803,1.100009072,1.06082E+14,19.95103918,102152.4142,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
627,5,1,14078.5,506.3140467,0.818638205,0.37909985,0.439538355,57007496119,31.75551307,14121.49617,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
628,4,1,3638,304.0746376,1.263284537,0.600591642,0.662692895,1645002376,26.11482462,3620.579682,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
629,6,1,18711,559.4074202,0.55443906,0.330578558,0.223860502,95877957809,-37.51483382,18730.88668,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
630,8,1,34804,745.0991968,0.918910448,0.064685662,0.854224786,4.94474E+11,-7.426134931,34810.37704,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
631,3,1,5099,360.3677344,1.150485043,0.502388304,0.648096739,3373820584,-24.13817779,5127.32613,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
632,7,1,22007,595.7723216,0.177075545,0.11646269,0.060612855,2169493348,-29.64625822,22058.17654,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
633,4,1,5141.5,364.2575257,1.446904562,1.069413153,0.377491409,12356159986,36.37725784,5181.117803,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
634,6,1,26622,671.3126178,0.406026793,0.30979071,0.096236083,2.26763E+11,48.4453859,26662.82675,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
635,6,1,24676,618.3009973,0.231066157,0.114979836,0.116086321,27168911196,54.50900659,24624.65414,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
636,7,0.999930315,48952.5,917.5061303,0.567017724,0.143526207,0.423491518,3.64499E+11,-79.8902145,48947.99275,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
637,7,1,41096,852.6381846,0.822249692,0.382287493,0.439962199,1.44409E+12,58.29127416,41124.71856,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
638,5,1,14061,523.9658949,0.566229629,0.285484372,0.280745257,10217325266,25.92589434,14009.20582,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
639,5,1,28411,661.881268,0.072489124,0.068061505,0.004427619,1940586104,43.41393391,28307.13447,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
640,9,0.99406977,70461.5,1045.049932,0.328648768,0.092486957,0.236161811,9.52606E+11,-61.03688551,70337.11678,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
641,4,1,5662,326.4112991,0.544723223,0.21602484,0.328698383,404707820.2,-12.20661402,5680.638651,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
642,4,1,7317,412.3091667,1.564375273,0.334697774,1.229677499,16540396291,11.85660134,7307.68073,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
643,6,1,26221,623.9984158,0.229535547,0.136229465,0.093306082,76777318241,40.07600727,26147.29232,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
644,5,1,12147,469.6235318,0.640434848,0.422615798,0.217819051,31740554623,52.03018673,12116.38027,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
645,7,1,34161.5,789.3030483,0.888925598,0.299927629,0.588997969,7.17334E+11,63.82057054,34180.32666,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
646,5,1,22704,622.8828815,0.218397678,0.177752848,0.04064483,23182145963,41.73144561,22696.39493,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
647,7,1,42443.5,807.5076132,0.148814681,0.143183677,0.005631004,2.75395E+11,44.67189012,42430.9516,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
648,4,1,5334,338.75854,1.43453063,0.285560168,1.148970462,5971168177,-14.60350013,5351.840988,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
649,8,1,57743.5,921.2478205,0.338367464,0.049384996,0.288982468,2.69631E+11,13.61429435,57770.41991,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
650,5,1,10202.5,437.7984662,0.662653343,0.260717032,0.401936311,8666605921,63.74641208,10300.36524,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
651,6,1,17940.5,540.0457623,0.569442501,0.203042307,0.366400194,39985143734,62.1564666,17965.39996,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
652,5,1,29039,664.2630347,0.335302038,0.047155338,0.288146701,30434400638,-10.28131096,28987.70171,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
653,5,1,22174.5,603.7515605,0.394287227,0.162951344,0.231335883,45599999896,58.33408971,22302.21821,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
654,6,1,13613,471.95677,0.208052503,0.105025444,0.103027059,706373126.6,68.56522367,13640.25158,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
655,6,1,34949,714.3463558,0.360395573,0.03499649,0.325399083,60091601481,85.97446888,34945.55983,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
656,5,1,6531.5,352.829611,0.825674031,0.235776424,0.589897607,2132987852,-77.01342319,6506.738385,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
657,4,1,19887,581.7206321,0.456399067,0.196834603,0.259564463,51708133172,32.88761955,19901.75603,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
658,10,0.921194142,34366,903.1626388,1.039629956,0.291356354,0.748273602,4.81017E+11,6.468858608,34447.25396,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
659,5,1,18899.5,557.3024365,0.577389946,0.164210186,0.41317976,44825525847,-64.78026012,18919.87477,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
660,6,1,28519.5,672.8874969,0.522991876,0.077164011,0.445827865,86525935986,15.76898154,28409.15308,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
661,4,1,12186.5,468.0358741,0.803723596,0.131762278,0.671961318,15648367693,-12.45353158,12180.57614,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
662,5,1,5195,292.0068442,0.110773034,0.097621501,0.013151533,137952071.3,-46.4566924,5244.103237,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
663,3,1,7658,429.3119876,0.7015966,0.508866441,0.192730159,7197967920,-37.86896849,7730.422854,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
664,5,1,16012,509.9084009,0.375707074,0.08145691,0.294250164,4920328713,-85.11523255,15948.88741,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
665,4,1,13851.5,475.1484575,0.213467034,0.076160514,0.13730652,1106110527,-18.53232577,13923.27572,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
666,6,0.999371691,29882.5,750.7542548,0.650065831,0.495894595,0.154171236,6.43368E+11,49.45698306,29874.58172,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
667,7,1,46618.5,816.990189,0.278386732,0.077802572,0.200584159,3.03249E+11,57.77110934,46683.96468,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
668,6,1,14518.5,494.5265133,0.288122218,0.155495515,0.132626704,3485297505,-59.3949172,14477.77142,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
669,7,1,28221,675.1726361,0.829552569,0.101039542,0.728513027,2.13899E+11,-77.98020893,28092.80355,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
670,4,1,11766,467.1034728,0.643354626,0.200588248,0.442766378,12748389336,-65.54898307,11839.05786,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
671,6,1,54433.5,908.7421126,0.580897376,0.02232824,0.558569136,6.60474E+11,89.82584698,54476.19659,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
672,4,1,8488,419.7128979,0.988581347,0.208909548,0.779671799,6696759977,86.88650768,8462.544068,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
673,6,0.985972791,19748.5,620.8470877,0.885400622,0.392131735,0.493268887,1.45401E+11,29.21354681,19781.52474,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
674,3,1,5005.5,374.2020408,0.930868195,0.866141034,0.064727161,5616959343,46.71619098,4972.529486,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
675,6,1,40149,783.7442683,0.237745902,0.154720821,0.083025081,3.28699E+11,40.8660952,40174.77288,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
676,9,0.887877061,23734.5,884.6888326,1.628670876,0.461717765,1.166953111,5.57608E+11,84.21372282,23809.94349,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
677,5,1,18022.5,588.2090803,0.517591724,0.205960287,0.311631437,11463481288,-77.57933658,18046.82892,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
678,8,1,66922.5,967.4429452,0.298906669,0.022899409,0.27600726,2.98407E+11,5.080756667,66864.13169,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
679,7,1,19590,573.3785398,0.414970107,0.387330188,0.02763992,1.29113E+11,44.12629625,19624.585,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
680,5,1,23555.5,623.5731207,0.242743231,0.159300806,0.083442425,52611019425,49.64020067,23546.484,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
681,6,1,41079,781.4133518,0.391810011,0.029824734,0.361985278,1.21469E+11,-84.56824993,41024.97019,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
682,4,1,11012.5,492.4398393,0.917678332,0.693358045,0.224320287,53610623098,50.79008103,10996.9892,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
683,5,1,11680,485.2452631,0.469049721,0.458754716,0.010295005,30026832992,45.33133141,11792.17608,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
684,4,1,4249.5,295.1754021,0.370506556,0.287861654,0.082644903,79965925.66,55.03866395,4239.337105,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
685,5,1,7972.5,399.4449915,0.539294912,0.36502091,0.174274001,5406377531,38.00979221,8030.546876,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
686,5,1,15262.5,480.0520299,0.114613929,0.047245891,0.067368039,619868479.6,27.0975663,15287.90677,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
687,7,1,50332.5,862.8608972,0.321491837,0.04950997,0.271981867,2.06885E+11,19.73318371,50322.80624,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
688,6,1,19937,552.9166717,0.472053448,0.096423571,0.375629877,36133849240,24.08289143,19911.00732,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
689,4,1,9306.5,426.2539217,0.762437271,0.193701704,0.568735567,4812721609,81.07028667,9304.632407,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
690,5,1,26694.5,645.1188698,0.415135842,0.065252514,0.349883327,34161246241,81.67980169,26752.25493,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
691,7,1,35006.5,718.5441612,0.285402846,0.117957652,0.167445194,1.37757E+11,55.35757824,35048.69351,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
692,5,1,17694,565.6505742,0.638798018,0.134873851,0.503924167,21794295590,89.56660883,17730.65423,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
693,6,1,24662.5,636.716884,0.53131838,0.29446471,0.23685367,1.87794E+11,53.42659128,24744.9089,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
694,4,1,3437.5,285.5469143,1.320150729,0.2602802,1.059870529,972403672,4.305430073,3441.882252,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
695,8,0.995846498,38515,812.4377237,0.414386035,0.299783545,0.11460249,5.88631E+11,-49.41955898,38457.39418,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
696,6,0.998890164,35798,745.8965249,0.291272884,0.066244986,0.225027898,71986643154,-65.59480479,35818.70711,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
697,5,1,17811,524.0040491,0.064682648,0.056504367,0.008178281,130585370.1,-50.73707206,17892.06861,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
698,5,1,17865.5,536.5900244,0.16238205,0.153628966,0.008753085,15786098221,-44.41752799,17885.24349,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
699,4,1,11878,457.6300713,0.464237095,0.137376524,0.326860571,3888279382,-15.99612007,11973.28075,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
700,8,0.999737899,19798.5,701.9669625,1.151554638,0.98495641,0.166598227,5.70498E+11,41.08262325,19935.05494,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
701,7,1,39846,811.1279578,0.737071718,0.11354582,0.623525898,4.432E+11,78.06014859,39876.90397,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
