,Area_CF,Perim.,Ext.,Disp.,Elong.,Eccentr.,Orient.,Area_SL,ens_location,sample_id
2196,7497,356.242004,0.222223962,0.109958299,0.112265663,1.74434E+16,32.19988496,7554.339751,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2197,5709,331.4258332,0.570087345,0.222229348,0.347857997,1.1665E+17,24.74452304,5741.543031,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2198,4915.5,301.7480154,1.060147233,0.099615288,0.960531945,1.31791E+17,8.280372982,4863.371202,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2199,8197.5,370.1249957,0.246681429,0.113642338,0.13303909,6.35069E+16,-17.63325888,8280.643829,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2200,6664,387.9700068,1.780196432,0.117563147,1.662633285,1.26649E+16,-88.65672789,6652.602921,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2201,9749,396.1303548,0.53931367,0.186255105,0.353058566,2.16072E+17,2.411658466,9750.437153,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2202,5514.5,291.4449832,0.086426272,0.057841667,0.028584605,1.82413E+17,34.63389408,5542.511866,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2203,19162,539.1183306,0.279352944,0.050555502,0.228797441,5.91878E+17,37.45549114,19139.89095,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2204,28496.5,712.3165197,1.218461602,0.068180924,1.150280678,8.12655E+17,43.49726567,28441.80998,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2205,15564,477.0704364,0.394289036,0.03624107,0.358047966,6.98049E+16,-87.52128108,15538.4741,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2206,8784,381.6475475,0.275157913,0.116532107,0.158625806,4.45596E+16,77.96771388,8787.287174,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2207,18572,682.0068497,1.855892205,0.106224226,1.749667979,3.67756E+17,-49.78340764,18584.17146,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2208,7255,344.8179013,0.599488399,0.167986598,0.4315018,1.20606E+16,-84.02829189,7243.64624,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2209,3232.5,275.0337161,1.315895327,0.361977583,0.953917745,5.33681E+15,-88.41532607,3217.507366,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2210,1643,194.2645567,0.883813269,0.426923174,0.456890095,2.52868E+16,-43.53125935,1626.743112,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2211,6837,362.5786191,0.942868228,0.185589326,0.757278902,1.59934E+17,47.16811069,6807.067934,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2212,6995,365.8607021,0.702293918,0.328678222,0.373615696,1.32355E+17,-47.20707449,6968.300509,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2213,6411,346.7449591,0.935997003,0.126410506,0.809586497,9.48242E+16,55.50623241,6413.864343,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2214,3270,279.4700532,1.098961643,0.359619521,0.739342122,5.71295E+16,-52.82278745,3281.93001,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2215,5890,345.409123,1.424697644,0.157333416,1.267364228,1.98161E+17,-20.88899155,5828.351491,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2216,2885.5,231.5048221,0.823399612,0.219422624,0.603976988,1.50723E+15,-46.90564383,2854.035333,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2217,11676.5,427.0889981,0.325340772,0.091615372,0.2337254,4.26085E+17,40.50428756,11591.67877,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2218,5581,322.385206,0.953776996,0.154070916,0.79970608,1.50239E+17,45.42178826,5610.095471,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2219,2592,254.522555,1.32517174,0.303222109,1.021949631,1.81759E+16,-86.73009989,2586.724335,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2220,2304.5,239.3724314,1.602998834,0.236603841,1.366394994,2.16311E+16,-69.12827111,2310.150973,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2221,1634,201.2322197,1.262784656,0.291446181,0.971338475,7.91836E+16,-30.86936354,1623.618348,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2222,8445.5,386.2034909,0.997375352,0.07922454,0.918150811,2.18313E+17,3.799386501,8429.396839,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2223,960,159.243142,1.413787395,0.389940653,1.023846742,2.6195E+16,-2.802573992,971.185825,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2224,798,148.493659,1.83517627,0.301238109,1.533938161,3.97712E+16,-38.0012671,811.801378,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2225,885,143.5996308,1.058906069,0.282362372,0.776543697,5.13563E+16,36.42947039,887.470945,distal,dist-sub-DYM34-8-sam-34-8-5-cropped
2226,408856,3261.226192,1.640587991,0.202101144,1.438486847,4.23038E+17,-64.90601109,408356.9577,distal,dist-sub-DYM8-6-sam-6-8-3
2227,41089.5,1205.092985,1.595483137,1.196840226,0.398642911,1.47617E+16,65.81346729,41050.68004,distal,dist-sub-DYM8-6-sam-6-8-3
2228,120189,1581.846388,1.060239489,0.256720513,0.803518975,2.09576E+16,-81.29768009,120515.642,distal,dist-sub-DYM8-6-sam-6-8-3
2229,539018,5724.615392,3.02365681,0.941044027,2.082612784,2.03855E+18,32.61226356,539510.1456,distal,dist-sub-DYM8-6-sam-6-8-3
2230,172244,1967.324076,1.863905175,0.299093841,1.564811333,6.47635E+17,50.99667913,171875.6004,distal,dist-sub-DYM8-6-sam-6-8-3
2231,709861,5702.346156,2.890139921,0.386526452,2.503613468,1.17896E+18,-85.97392603,709054.8272,distal,dist-sub-DYM8-6-sam-6-8-3
2232,40143,916.9546007,1.079147292,0.358541462,0.72060583,5.25249E+16,79.26174502,40222.87781,distal,dist-sub-DYM8-6-sam-6-8-3
2233,45827,1141.600311,1.830753188,0.466717954,1.364035234,2.55252E+17,-52.75674312,45859.31711,distal,dist-sub-DYM8-6-sam-6-8-3
2234,9526.5,453.2477816,0.525944665,0.388952954,0.136991712,1.04735E+16,46.40268033,9598.643542,distal,dist-sub-DYM8-6-sam-6-8-3
2235,93798.5,1653.838158,1.775725835,0.777291448,0.998434387,2.03742E+17,56.76964062,93792.07106,distal,dist-sub-DYM8-6-sam-6-8-3
2236,351031,2431.894324,0.450329909,0.142064473,0.308265436,2.07313E+15,-48.88247464,350713.1548,distal,dist-sub-DYM8-6-sam-6-8-3
2237,12997.5,630.9258027,1.498712134,0.886663544,0.61204859,5.06457E+14,89.79016468,12956.599,distal,dist-sub-DYM8-6-sam-6-8-3
2238,12226.5,464.8248149,0.431949226,0.233894421,0.198054805,3.40582E+14,69.775466,12242.07797,distal,dist-sub-DYM8-6-sam-6-8-3
2239,23748,705.9994274,1.212084704,0.362570883,0.849513821,3.1187E+16,62.72170103,23823.64765,distal,dist-sub-DYM8-6-sam-6-8-3
2240,580355.5,5572.520436,3.421191736,0.640242997,2.780948739,1.1174E+18,-75.84078374,580103.5811,distal,dist-sub-DYM8-6-sam-6-8-3
2241,6408,393.318175,1.181528297,0.300261657,0.88126664,6.64592E+15,-53.80621577,6387.718012,distal,dist-sub-DYM8-6-sam-6-8-3
2242,87574,1264.028549,0.45737515,0.349176274,0.108198876,1.25961E+17,-41.16841659,87627.97995,distal,dist-sub-DYM8-6-sam-6-8-3
2243,122903.5,1477.05845,0.82350016,0.151925893,0.671574267,4.22488E+15,5.286300664,123137.6118,distal,dist-sub-DYM8-6-sam-6-8-3
2244,26730.5,690.5775571,0.62682589,0.195533437,0.431292452,6.88217E+15,28.58871716,26763.98958,distal,dist-sub-DYM8-6-sam-6-8-3
2245,138312,1437.838275,0.571117383,0.07077367,0.500343714,3.7075E+16,2.135628855,137944.8549,distal,dist-sub-DYM8-6-sam-6-8-3
2246,32389.5,812.0420182,0.567991612,0.527015891,0.040975721,1.91209E+17,-50.06610233,32374.04592,distal,dist-sub-DYM8-6-sam-6-8-3
2247,29541.5,719.0527899,1.045456226,0.259867375,0.785588851,1.66569E+17,-39.62593671,29488.84163,distal,dist-sub-DYM8-6-sam-6-8-3
2248,35972.5,730.9965521,0.242083466,0.060652219,0.181431247,2.41705E+16,65.15921553,36104.74217,distal,dist-sub-DYM8-6-sam-6-8-3
2249,53747,1242.661613,1.136297998,0.70364077,0.432657227,9.11471E+13,-12.98871068,53762.97088,distal,dist-sub-DYM8-6-sam-6-8-3
2250,23740,618.9940133,0.260311745,0.118900837,0.141410908,7.02905E+14,-36.47842253,23815.52955,distal,dist-sub-DYM8-6-sam-6-8-3
2251,22254,678.6302456,1.230158775,0.309987386,0.920171389,3.41455E+16,78.17516899,22080.51191,distal,dist-sub-DYM8-6-sam-6-8-3
2252,6714,342.9379726,0.306129886,0.239539436,0.066590449,1.68777E+16,83.92683822,6694.991132,distal,dist-sub-DYM8-6-sam-6-8-3
2253,10815.5,526.2721332,1.662137614,0.29449054,1.367647075,7.548E+15,8.348711487,10789.12384,distal,dist-sub-DYM8-6-sam-6-8-3
2254,30941,714.6494912,0.62414987,0.130662659,0.493487211,3.20704E+16,0.914975229,30954.37785,distal,dist-sub-DYM8-6-sam-6-8-3
2255,13311.5,568.3499267,1.191935052,0.284363903,0.907571149,2.46295E+16,73.26881371,13305.14982,distal,dist-sub-DYM8-6-sam-6-8-3
2256,34433,898.7199688,0.809245481,0.746328692,0.062916789,6.16669E+16,-87.74222368,34638.075,distal,dist-sub-DYM8-6-sam-6-8-3
2257,3568,275.4842316,1.288623188,0.178924284,1.109698904,5.54095E+15,-80.33049207,3537.865565,distal,dist-sub-DYM8-6-sam-6-8-3
2258,4874,507.437838,2.872654735,0.301432867,2.571221868,2.09842E+16,24.15789924,4880.835188,distal,dist-sub-DYM8-6-sam-6-8-3
2259,23840.5,629.6254976,0.381103589,0.112046995,0.269056595,8.81702E+16,26.98368546,23809.74833,distal,dist-sub-DYM8-6-sam-6-8-3
2260,28776,733.7525576,0.619529629,0.22485688,0.394672749,7.51931E+16,-69.99378867,28741.21703,distal,dist-sub-DYM8-6-sam-6-8-3
2261,41514.5,778.8740363,0.316202827,0.046681944,0.269520883,1.41925E+17,-62.98830644,41546.2729,distal,dist-sub-DYM8-6-sam-6-8-3
2262,83696,1264.842935,0.998045503,0.198340519,0.799704985,7.70484E+17,48.2900678,83812.75339,distal,dist-sub-DYM8-6-sam-6-8-3
2263,9416.5,520.9828703,1.254111065,0.820093808,0.434017258,6.07551E+16,56.55075951,9540.281903,distal,dist-sub-DYM8-6-sam-6-8-3
2264,81395,1161.121992,0.638144443,0.14277245,0.495371994,1.59892E+17,34.81570808,81273.55557,distal,dist-sub-DYM8-6-sam-6-8-3
2265,34244.5,724.7659968,0.58673644,0.033940041,0.552796399,9.10832E+16,24.59010504,34183.87342,distal,dist-sub-DYM8-6-sam-6-8-3
2266,106629.5,1278.758494,0.368182249,0.086138556,0.282043693,8.93149E+16,25.69757729,106699.5151,distal,dist-sub-DYM8-6-sam-6-8-3
2267,60280,974.32962,0.52418291,0.198958635,0.325224275,7.42767E+16,86.64772011,60320.51204,distal,dist-sub-DYM8-6-sam-6-8-3
2268,9505,409.669194,0.570732045,0.22383475,0.346897294,7.04558E+15,-83.49086702,9503.546192,distal,dist-sub-DYM8-6-sam-6-8-3
2269,11918,420.707423,0.206120675,0.052248153,0.153872522,1.27867E+16,-80.25316673,11950.81993,distal,dist-sub-DYM8-6-sam-6-8-3
2270,87095,1677.127853,1.037084261,1.018252719,0.018831543,2.20608E+17,-21.97758346,87054.70611,distal,dist-sub-DYM8-6-sam-6-8-3
2271,17603.5,534.3777928,0.70599891,0.112511663,0.593487247,9.89519E+15,62.53219636,17582.76344,distal,dist-sub-DYM8-6-sam-6-8-3
2272,34431.5,734.7860497,0.510985437,0.047727359,0.463258078,2.2532E+17,40.65148839,34510.62717,distal,dist-sub-DYM8-6-sam-6-8-3
2273,243769,3368.303324,3.193640406,0.365524389,2.828116017,1.21707E+18,27.71726911,243735.0675,distal,dist-sub-DYM8-6-sam-6-8-3
2274,18990,602.1425149,0.733690566,0.399227547,0.334463019,9.89504E+16,35.44196778,18970.28171,distal,dist-sub-DYM8-6-sam-6-8-3
2275,125880.5,1339.122747,0.040963732,0.037348206,0.003615526,1.50449E+16,46.74807296,125994.4522,distal,dist-sub-DYM8-6-sam-6-8-3
2276,10300.5,417.193966,0.389882963,0.185938498,0.203944465,4.99784E+15,40.970385,10316.56349,distal,dist-sub-DYM8-6-sam-6-8-3
2277,1651,215.0642536,1.941246712,0.353831484,1.587415228,2.36549E+16,48.00146857,1623.90748,distal,dist-sub-DYM8-6-sam-6-8-3
2278,35979,741.2819845,0.280936207,0.127812295,0.153123912,3.80636E+16,-9.767468613,36152.95552,distal,dist-sub-DYM8-6-sam-6-8-3
2279,21651,597.4364677,0.179358578,0.173651447,0.005707131,1.18197E+16,-13.8041325,21721.52884,distal,dist-sub-DYM8-6-sam-6-8-3
2280,34103.5,719.1588763,0.25125106,0.083758223,0.167492837,4.19228E+16,12.97992508,34156.22698,distal,dist-sub-DYM8-6-sam-6-8-3
2281,14820,603.8410735,1.848144644,0.186311784,1.66183286,1.17763E+17,43.50114925,14800.54895,distal,dist-sub-DYM8-6-sam-6-8-3
2282,41642.5,799.697919,0.498946456,0.09957688,0.399369576,8.93105E+16,31.53574658,41680.49962,distal,dist-sub-DYM8-6-sam-6-8-3
2283,17281.5,564.7414239,0.839239212,0.17024041,0.668998802,1.26042E+14,14.91527229,17234.10585,distal,dist-sub-DYM8-6-sam-6-8-3
2284,26306.5,624.001211,0.61577798,0.045294627,0.570483353,1.19978E+14,51.05862411,26360.32838,distal,dist-sub-DYM8-6-sam-6-8-3
2285,29558.5,672.2787942,0.556782945,0.056825496,0.499957449,2.04392E+16,52.79354339,29629.85862,distal,dist-sub-DYM8-6-sam-6-8-3
2286,9624.5,472.8565369,0.665505747,0.477237497,0.188268249,1.4965E+15,-55.24166953,9582.692069,distal,dist-sub-DYM8-6-sam-6-8-3
2287,13311,520.5619211,0.841662255,0.230758005,0.61090425,4.04405E+16,-8.549132446,13279.8501,distal,dist-sub-DYM8-6-sam-6-8-3
2288,17679,574.2936579,0.632130859,0.420102948,0.212027911,4.58582E+16,-16.63023515,17754.80913,distal,dist-sub-DYM8-6-sam-6-8-3
2289,560,163.9788165,1.553945308,1.547793677,0.00615163,1.26909E+15,-79.13675029,594.046723,distal,dist-sub-DYM8-6-sam-6-8-3
2290,17199.5,603.2379398,0.933454477,0.600901426,0.332553051,3.415E+16,-73.7267349,17096.40979,distal,dist-sub-DYM8-6-sam-6-8-3
2291,34929.5,760.5197159,0.526863442,0.260988846,0.265874595,2.6696E+16,-44.85781195,35064.56426,distal,dist-sub-DYM8-6-sam-6-8-3
2292,14288,497.7725035,1.106624354,0.091546436,1.015077918,2.5701E+16,-62.81888986,14322.4353,distal,dist-sub-DYM8-6-sam-6-8-3
2293,19773,555.4259612,0.270345974,0.06429821,0.206047764,2.84182E+16,-67.65171354,19807.44733,distal,dist-sub-DYM8-6-sam-6-8-3
2294,26852.5,654.3995854,0.432023161,0.256161245,0.175861915,4.29532E+16,67.46535067,26971.59686,distal,dist-sub-DYM8-6-sam-6-8-3
2295,97387,1221.487276,0.326884802,0.079314849,0.247569954,4.99024E+16,-26.66335928,97309.21751,distal,dist-sub-DYM8-6-sam-6-8-3
2296,18540.5,606.7355288,1.213076456,0.285687969,0.927388487,6.15446E+15,-15.13047616,18667.56647,distal,dist-sub-DYM8-6-sam-6-8-3
2297,72053.5,1083.601591,0.709394967,0.179131488,0.530263479,3.82301E+17,-42.72822004,71996.03146,distal,dist-sub-DYM8-6-sam-6-8-3
2298,30041,685.4251056,0.475516662,0.105731736,0.369784926,1.72045E+16,-27.34471623,30197.44211,distal,dist-sub-DYM8-6-sam-6-8-3
2299,17027,613.0529354,1.280847684,0.458995252,0.821852432,1.06058E+16,-40.01428064,16979.51235,distal,dist-sub-DYM8-6-sam-6-8-3
2300,41829,847.3843935,1.013745559,0.136617918,0.877127641,1.763E+16,-45.23570051,41866.2894,distal,dist-sub-DYM8-6-sam-6-8-3
2301,12662,533.6650054,1.248980666,0.215673351,1.033307315,4.93123E+16,-15.73659869,12609.03753,distal,dist-sub-DYM8-6-sam-6-8-3
2302,95895,2361.374414,1.967331122,0.907448513,1.059882609,3.57104E+17,-11.68872443,96262.43561,distal,dist-sub-DYM8-6-sam-6-8-3
2303,4847,309.2037081,1.461130289,0.134619941,1.326510349,2.02462E+16,-20.28682309,4841.76639,distal,dist-sub-DYM8-6-sam-6-8-3
2304,15255,474.5075748,0.275164728,0.052180114,0.222984614,3.8827E+16,9.31211487,15243.30923,distal,dist-sub-DYM8-6-sam-6-8-3
2305,14530,512.0793438,0.684507055,0.163824703,0.520682352,4.31663E+16,4.113746115,14524.29695,distal,dist-sub-DYM8-6-sam-6-8-3
2306,39551,834.0616144,0.546021436,0.40073878,0.145282655,3.2997E+17,-43.11239349,39367.19212,distal,dist-sub-DYM8-6-sam-6-8-3
2307,12826,528.7414322,1.354338741,0.380188351,0.97415039,4.16391E+16,15.33303189,12917.61653,distal,dist-sub-DYM8-6-sam-6-8-3
2308,9175.5,492.0636355,1.676947701,0.403836375,1.273111325,9.53178E+16,-47.85218597,9231.743042,distal,dist-sub-DYM8-6-sam-6-8-3
2309,18683,523.3481536,0.093789943,0.044119527,0.049670416,3.58644E+16,-6.861478194,18693.97822,distal,dist-sub-DYM8-6-sam-6-8-3
2310,29639,697.1158072,0.504983464,0.085312326,0.419671138,5.09127E+16,1.618771009,29546.15637,distal,dist-sub-DYM8-6-sam-6-8-3
2311,37122.5,772.9683387,0.537657158,0.067657551,0.469999607,3.88309E+15,73.3806545,37105.94896,distal,dist-sub-DYM8-6-sam-6-8-3
2312,18919.5,561.9376648,0.500501184,0.154321665,0.346179519,5.24842E+16,-48.16525868,18898.13888,distal,dist-sub-DYM8-6-sam-6-8-3
2313,34520.5,743.7579584,0.315432455,0.0803902,0.235042255,7.7925E+16,-56.37415161,34596.62541,distal,dist-sub-DYM8-6-sam-6-8-3
2314,57727.5,1028.421367,0.62090371,0.172810139,0.448093571,7.34184E+16,-51.96117492,57607.08614,distal,dist-sub-DYM8-6-sam-6-8-3
2315,40000.5,1138.674196,2.163886607,0.430110171,1.733776436,3.74251E+17,-36.07257148,40116.16576,distal,dist-sub-DYM8-6-sam-6-8-3
2316,16515.5,528.5135364,0.532552206,0.136744851,0.395807355,4.87408E+15,74.93679249,16503.65076,distal,dist-sub-DYM8-6-sam-6-8-3
2317,13798.5,489.6477569,0.269225384,0.145147952,0.124077433,1.95745E+14,74.44963111,13874.04827,distal,dist-sub-DYM8-6-sam-6-8-3
2318,22805.5,699.9106697,1.193184643,0.72266447,0.470520173,1.87877E+15,69.9123345,22919.9508,distal,dist-sub-DYM8-6-sam-6-8-3
2319,43680,855.791866,0.722903519,0.265539627,0.457363892,2.68624E+15,56.98796085,43749.23696,distal,dist-sub-DYM8-6-sam-6-8-3
2320,21804.5,624.232117,0.446624512,0.144093506,0.302531006,6.85288E+16,46.28987053,21845.37784,distal,dist-sub-DYM8-6-sam-6-8-3
2321,14420.5,487.5428878,0.341314357,0.325037547,0.016276811,5.51946E+16,39.14478761,14423.32599,distal,dist-sub-DYM8-6-sam-6-8-3
2322,43215.5,814.6652747,0.130510928,0.127197709,0.003313219,1.27367E+17,-36.66930049,43349.01254,distal,dist-sub-DYM8-6-sam-6-8-3
2323,18047.5,558.8411142,0.541052628,0.126915215,0.414137414,2.4151E+16,43.67719127,18032.22161,distal,dist-sub-DYM8-6-sam-6-8-3
2324,14643.5,466.1323236,0.276575321,0.029984202,0.246591118,3.10322E+16,43.93867964,14687.10267,distal,dist-sub-DYM8-6-sam-6-8-3
2325,3744,306.8639198,0.964152529,0.552447845,0.411704685,1.41743E+16,19.31109531,3779.913333,distal,dist-sub-DYM8-6-sam-6-8-3
2326,8541.5,430.3976551,1.18762328,0.20005571,0.98756757,3.60559E+16,22.71774344,8552.869173,distal,dist-sub-DYM8-6-sam-6-8-3
2327,26907,660.5389331,0.525327132,0.076848703,0.448478429,3.85684E+16,-24.92289642,26868.48288,distal,dist-sub-DYM8-6-sam-6-8-3
2328,5982.5,394.9113432,0.760773431,0.651939143,0.108834288,8.9379E+15,30.20025417,6044.799243,distal,dist-sub-DYM8-6-sam-6-8-3
2329,29830,644.4262081,0.045921112,0.023910061,0.022011051,2.99868E+16,34.88515499,29754.99759,distal,dist-sub-DYM8-6-sam-6-8-3
2330,37742.5,792.5335814,0.853182781,0.155912758,0.697270023,6.90811E+16,-17.37015888,37719.48465,distal,dist-sub-DYM8-6-sam-6-8-3
2331,13138,456.4095566,0.645903223,0.079757215,0.566146008,4.41576E+16,21.11546171,13202.9737,distal,dist-sub-DYM8-6-sam-6-8-3
2332,21728.5,574.7535906,0.175320617,0.050841271,0.124479347,1.4056E+17,-33.5309691,21738.69078,distal,dist-sub-DYM8-6-sam-6-8-3
2333,12367,506.5918318,0.773986208,0.311843095,0.462143113,9.54072E+16,-37.68866845,12378.56206,distal,dist-sub-DYM8-6-sam-6-8-3
2334,38551.5,754.794009,0.325275194,0.065034058,0.260241136,4.60908E+16,22.79203143,38371.73854,distal,dist-sub-DYM8-6-sam-6-8-3
2335,24053.5,615.1318186,0.14824511,0.129687339,0.018557771,1.67183E+16,14.01328049,24096.55904,distal,dist-sub-DYM8-6-sam-6-8-3
2336,19655.5,566.1845632,0.604011482,0.103288081,0.500723401,1.35208E+16,25.65462085,19738.74582,distal,dist-sub-DYM8-6-sam-6-8-3
2337,49855.5,874.7036192,0.223457471,0.146302485,0.077154985,1.00212E+16,-3.156431361,49771.12636,distal,dist-sub-DYM8-6-sam-6-8-3
2338,18520,558.3996167,0.5475078,0.108489964,0.439017836,2.24846E+15,-16.94957847,18547.20802,distal,dist-sub-DYM8-6-sam-6-8-3
2339,13821.5,463.9808929,0.264584757,0.080875118,0.183709639,8.32476E+14,-4.300035884,13787.93266,distal,dist-sub-DYM8-6-sam-6-8-3
2340,25679.5,664.5098105,0.749803211,0.099152032,0.650651179,1.39496E+14,-48.5110573,25690.74067,distal,dist-sub-DYM8-6-sam-6-8-3
2341,17523,530.6751074,0.149404525,0.118416206,0.03098832,3.49254E+14,-1.837459549,17572.37965,distal,dist-sub-DYM8-6-sam-6-8-3
2342,36122.5,727.4676928,0.21534912,0.041157499,0.174191621,3.20981E+15,-67.22179294,36055.37212,distal,dist-sub-DYM8-6-sam-6-8-3
2343,54175,897.740506,0.447542872,0.089609983,0.357932888,1.72905E+16,-79.91323222,54132.32638,distal,dist-sub-DYM8-6-sam-6-8-3
2344,37711,773.6064129,0.376743292,0.228338317,0.148404974,5.9308E+15,88.70676648,37832.93244,distal,dist-sub-DYM8-6-sam-6-8-3
2345,32025.5,702.0293287,0.167357872,0.074004291,0.093353581,3.81835E+17,-43.0512594,32173.59843,distal,dist-sub-DYM8-6-sam-6-8-3
2346,23789.5,649.5320671,0.966780527,0.119617696,0.847162831,5.58676E+16,50.78390551,23816.85966,distal,dist-sub-DYM8-6-sam-6-8-3
2347,17902.5,556.9652597,0.69091545,0.159281877,0.531633573,3.72499E+16,59.83641997,17903.93437,distal,dist-sub-DYM8-6-sam-6-8-3
2348,41440,775.6451494,0.235065271,0.044237486,0.190827786,8.22236E+16,-29.09351829,41493.41912,distal,dist-sub-DYM8-6-sam-6-8-3
2349,39651,751.5817492,0.159929591,0.054692342,0.105237249,9.41849E+16,-40.33811005,39569.05983,distal,dist-sub-DYM8-6-sam-6-8-3
2350,67696.5,1192.584985,0.937894973,0.336359966,0.601535007,7.29826E+16,-35.94045552,67695.52541,distal,dist-sub-DYM8-6-sam-6-8-3
2351,1428,321.710671,3.402937046,1.462182081,1.940754965,3.362E+15,20.99034914,1440.341752,distal,dist-sub-DYM8-6-sam-6-8-3
2352,37529.5,787.5700063,0.216442303,0.140845603,0.075596699,8.74808E+16,16.73704044,37662.08586,distal,dist-sub-DYM8-6-sam-6-8-3
2353,30834.5,912.9314713,1.224878928,0.420930537,0.803948391,5.11708E+15,-34.74448378,30766.34434,distal,dist-sub-DYM8-6-sam-6-8-3
2354,13446,487.2059003,0.448893981,0.139939405,0.308954576,2.56772E+16,8.611578714,13525.23772,distal,dist-sub-DYM8-6-sam-6-8-3
2355,18851.5,555.5955214,0.546337499,0.131208933,0.415128566,9.83668E+14,-50.95178204,18871.73319,distal,dist-sub-DYM8-6-sam-6-8-3
2356,39527.5,773.8227427,0.367140306,0.09321227,0.273928036,3.74074E+16,69.87040617,39569.16281,distal,dist-sub-DYM8-6-sam-6-8-3
2357,45700,791.4772267,0.020461727,0.013835435,0.006626292,1.38196E+16,-46.045611,45711.54091,distal,dist-sub-DYM8-6-sam-6-8-3
2358,20338,591.8608257,0.767287264,0.234807297,0.532479967,4.66169E+16,-29.82995284,20313.27935,distal,dist-sub-DYM8-6-sam-6-8-3
2359,28471.5,672.738963,0.173739282,0.101321172,0.072418111,1.22565E+16,-64.58021402,28478.45318,distal,dist-sub-DYM8-6-sam-6-8-3
2360,23440.5,623.0491285,0.60658097,0.129105033,0.477475937,5.34032E+15,-58.35753598,23502.43432,distal,dist-sub-DYM8-6-sam-6-8-3
2361,17544,540.5981828,0.591333883,0.137627389,0.453706494,1.0879E+16,-57.30009872,17599.82542,distal,dist-sub-DYM8-6-sam-6-8-3
2362,44897,1162.175172,1.222623642,0.42813751,0.794486131,1.91381E+17,-53.73164486,44968.29474,distal,dist-sub-DYM8-6-sam-6-8-3
2363,28598.5,703.2609337,0.232231276,0.207963468,0.024267808,1.47469E+17,-59.69400134,28603.32106,distal,dist-sub-DYM8-6-sam-6-8-3
2364,23161.5,616.4656917,0.40352724,0.154683397,0.248843842,6.56364E+16,-4.346781191,23146.83729,distal,dist-sub-DYM8-6-sam-6-8-3
2365,16601,518.2770803,0.744960786,0.159973614,0.584987172,7.63711E+14,83.66654158,16617.11143,distal,dist-sub-DYM8-6-sam-6-8-3
2366,16385,529.801447,0.341032582,0.23445447,0.106578112,2.4513E+15,76.37754059,16330.40522,distal,dist-sub-DYM8-6-sam-6-8-3
2367,30865.5,679.0321087,0.241833256,0.058472694,0.183360562,4.92318E+14,-73.29405399,30863.71799,distal,dist-sub-DYM8-6-sam-6-8-3
2368,29112,665.7463761,0.266291776,0.064858994,0.201432782,1.04712E+16,72.58885251,29140.15678,distal,dist-sub-DYM8-6-sam-6-8-3
2369,12770,476.8834111,0.705794983,0.146717602,0.559077381,4.74966E+15,59.69842256,12797.11723,distal,dist-sub-DYM8-6-sam-6-8-3
2370,30913.5,683.3325597,0.168625883,0.076831848,0.091794035,5.62369E+16,15.76244144,30899.35152,distal,dist-sub-DYM8-6-sam-6-8-3
2371,16050.5,511.3958551,0.563580873,0.103729895,0.459850978,6.23811E+16,27.24132901,16010.45763,distal,dist-sub-DYM8-6-sam-6-8-3
2372,22822.5,606.8965402,0.317355229,0.120334343,0.197020886,3.89344E+15,-47.84403571,22890.21813,distal,dist-sub-DYM8-6-sam-6-8-3
2373,17584.5,535.5202211,0.503189273,0.089369839,0.413819434,1.0657E+16,51.96830792,17513.91276,distal,dist-sub-DYM8-6-sam-6-8-3
2374,9887,452.1623715,1.348732792,0.241493769,1.107239023,4.46244E+15,48.33432504,9944.979403,distal,dist-sub-DYM8-6-sam-6-8-3
2375,23018.5,610.7852869,0.195276609,0.148306769,0.04696984,1.47664E+16,-73.43043464,22910.73961,distal,dist-sub-DYM8-6-sam-6-8-3
2376,27754,650.390922,0.280335281,0.058255543,0.222079738,2.0042E+17,-35.99476453,27743.47276,distal,dist-sub-DYM8-6-sam-6-8-3
