,area,perim,eccentr,orient,ext,disp,elong,ens_location,sample_id
961,55436.351,850.118,1.15E+13,-4.394,6.33,5.781,0.548,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
962,31874.985,590.698,9.48589E+11,11.414,5.235,4.816,0.419,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
963,40225.269,673.481,24417462335,-32.429,5.318,5.27,0.048,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
964,34459.815,627.27,3.23E+12,-67.172,5.761,5.05,0.711,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
965,58726.968,834.587,2.02E+12,-13.531,5.713,5.454,0.259,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
966,26226.399,559.41,8.70868E+11,-47.458,5.297,4.85,0.447,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
967,197840.31,1441.257,4.05E+13,-13.334,6.05,5.814,0.236,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
968,16957.217,433.685,3.4238E+11,71.247,5.215,4.643,0.572,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
969,89779.299,955.332,1.20E+12,-18.534,5.36,5.256,0.104,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
970,19592.46,431.518,98818515580,-52.488,5.001,4.75,0.252,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
971,54324.966,762.445,4.94E+12,-32.172,5.439,4.979,0.46,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
972,106672.353,1116.16,7.27E+13,-76.325,5.882,5.171,0.711,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
973,19590.169,453.535,1.40126E+11,-82.936,5.171,4.895,0.276,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
974,50560.005,868.079,1.50E+13,86.293,5.704,4.916,0.788,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
975,97462.751,950.138,1.89E+13,-30.362,5.688,5.251,0.437,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
976,25321.25,511.704,1.33E+12,-75.704,5.525,4.885,0.64,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
977,26308.893,526.994,1.38E+12,-18.792,5.524,4.878,0.646,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
978,49647.982,725.899,1.92E+12,63.08,5.61,5.318,0.292,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
979,54450.999,825.137,2.67E+13,-81.011,6.203,5.281,0.922,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
980,7273.271,295.85,1.03849E+11,15.942,5.563,4.751,0.812,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
981,63933.292,800.89,5.67E+12,-21.887,5.957,5.537,0.421,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
982,22438.523,480.631,3.41709E+11,-38.395,5.469,5.089,0.379,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
983,49460.078,793.177,5.26019E+11,-46.959,5.323,5.104,0.219,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
984,69680.413,859.757,5.65E+12,-49.957,5.893,5.585,0.308,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
985,73805.142,923.614,3.77E+12,-48.423,5.601,5.316,0.285,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
986,37214.217,630.88,2.34E+12,69.032,5.826,5.356,0.47,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
987,132646.685,1260.302,7.41E+13,4.449,5.757,5.305,0.452,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
988,46856.916,652.173,2.41E+12,50.933,5.326,4.934,0.392,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
989,21210.271,444.211,1.75401E+11,-66.794,4.826,4.547,0.279,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
990,119101.535,1277.57,6.08E+12,-17.423,5.866,5.707,0.159,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
991,61650.942,763.736,3.55E+12,-0.788,5.644,5.318,0.327,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
992,9578.536,312.368,82428304074,-88.67,4.896,4.387,0.509,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
993,61644.067,821.501,1.57E+12,-84.786,5.591,5.393,0.198,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
994,151996.245,1433.14,2.75E+14,2.86,6.512,5.805,0.708,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
995,12202.322,346.254,2095404534,81.247,4.926,4.865,0.061,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
996,18469.618,472.891,1.40E+12,-3.058,5.426,4.608,0.818,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
997,44237.713,630.613,7.13094E+11,45.368,4.953,4.74,0.213,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
998,85496.456,940.131,2.54E+12,-81.482,5.782,5.629,0.153,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
999,20257,474.145,3.99887E+11,16.708,5.557,5.132,0.425,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1000,29562.846,564.059,1.34E+12,-12.639,5.419,4.854,0.565,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1001,55436.351,870.094,2.95E+13,-83.509,6.186,5.245,0.941,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1002,50191.071,679.788,9.03093E+11,-43.489,5.51,5.256,0.254,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1003,17947.152,413.505,4.19895E+11,47.838,5.046,4.407,0.638,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1004,39212.419,610.548,3.65E+12,-35.712,5.495,4.852,0.643,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1005,113301.709,1125.027,4.82E+13,-9.842,6.245,5.721,0.525,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1006,80262.633,965.087,4.77E+12,-81.277,5.526,5.285,0.241,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1007,100870.235,1130.07,1.61E+13,-6.961,5.888,5.527,0.36,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1008,59315.887,795.748,3.96E+12,-33.04,5.793,5.363,0.43,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1009,80308.464,1011.224,3.70E+12,-61.871,5.512,5.231,0.281,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1010,30266.341,560.879,7.10054E+11,75.772,5.485,5.138,0.347,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1011,19782.656,431.886,1.6574E+11,-28.743,4.931,4.619,0.312,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1012,29491.809,555.559,3.79E+12,-78.484,5.502,4.674,0.828,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1013,54858.889,812.229,9.90E+12,69.338,5.967,5.288,0.678,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1014,30722.353,582.592,7.39634E+11,81.013,5.251,4.894,0.357,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1015,60649.549,833.548,9.43E+12,-3.883,5.798,5.285,0.513,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1016,19606.209,406.689,3.50368E+11,45.098,5.077,4.53,0.547,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1017,73582.865,882.178,7.59E+12,-19.495,5.711,5.308,0.403,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1018,3583.931,199.64,7880028074,88.048,4.654,3.781,0.873,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1019,45942.601,735.134,9.53251E+11,-54.597,5.214,4.924,0.29,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1020,37541.904,640.85,2.86E+12,-37.132,5.677,5.069,0.608,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1021,24782.744,493.171,52472534801,68.531,5.084,4.949,0.135,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1022,14276.144,380.658,1.16714E+11,-75.585,4.811,4.347,0.464,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1023,21620.452,503.319,4.20101E+11,-85.975,5.327,4.94,0.387,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1024,30919.423,640.661,4.83843E+11,83.421,5.674,5.449,0.225,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1025,38916.813,663.727,2.25E+12,-0.504,5.541,5.131,0.409,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1026,60633.509,826.821,6.04E+12,19.882,5.797,5.375,0.422,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1027,14491.546,396.987,3.04311E+11,-17.859,5.428,4.864,0.564,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1028,52356.554,733.271,1.92E+12,-33.221,5.136,4.772,0.364,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1029,73236.846,959.362,8.16E+13,-7.249,6.771,5.527,1.244,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1030,26384.513,487.762,98932967357,12.107,4.962,4.806,0.156,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1031,88784.781,1135.657,7.97E+13,-5.478,7.081,5.811,1.269,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1032,14647.369,388.487,1.80399E+11,15.105,5.202,4.775,0.427,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1033,65525.895,978.262,3.24E+13,8.472,6.488,5.327,1.161,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1034,20032.431,476.958,1.14931E+11,31.189,5.313,5.097,0.216,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1035,9518.957,300.992,9346097510,-46.997,4.565,4.376,0.189,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1036,18568.153,482.126,7.44604E+11,81.246,5.274,4.684,0.59,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1037,51272.667,758.987,1.38E+13,-5.767,6.391,5.449,0.942,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1038,54556.409,743.886,1.12E+13,2.001,5.719,5.087,0.631,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1039,18762.932,455.676,56915060068,7.002,5.032,4.87,0.162,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1040,50679.164,799.473,1.31E+13,-1.234,6.677,5.7,0.977,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1041,55903.82,810.366,1.72E+13,-19.719,6.111,4.934,1.177,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1042,25635.188,529.806,1.01E+12,-33.283,5.444,4.722,0.722,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1043,54116.438,973.361,8.94E+13,-0.667,7.242,5.497,1.745,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1044,14299.059,455.854,2262827988,-79.224,4.52,4.456,0.065,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1045,10371.401,306.743,23926368900,-17.192,4.51,4.21,0.3,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1046,32255.377,648.122,4.66E+12,5.412,6.271,5.244,1.027,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1047,12539.175,359.403,89740541889,-45.774,5.08,4.637,0.443,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1048,23304.716,501.976,7.28884E+11,-2.932,5.434,4.938,0.496,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1049,41659.758,761.952,2.19E+13,-5.589,6.586,5.109,1.477,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1050,22342.279,508.55,2.02E+12,-5.3,6.096,5.189,0.907,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1051,18588.776,449.038,7.48398E+11,-19.447,5.085,4.399,0.686,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1052,20009.516,513.897,2.82E+12,-7.321,6.299,4.939,1.36,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1053,6792.053,248.422,4412403303,72.284,4.424,4.218,0.205,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1054,6897.463,311.077,57643866124,-64.919,5.44,2.905,2.535,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1055,17809.661,465.367,1.75E+12,-8.801,6.093,4.77,1.323,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1056,12401.684,382.458,1.94963E+11,2.718,5.323,4.601,0.723,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1057,13703.265,393.745,2.30373E+11,-3.375,5.53,4.701,0.83,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1058,13405.368,393.897,2.26835E+11,-3.529,4.802,4.186,0.616,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1059,11081.771,353.804,1.01553E+11,-15.772,5.177,4.649,0.528,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1060,17708.834,496.896,2.61E+12,-1.006,6.225,4.485,1.74,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1061,19913.273,546.439,4.75E+12,-1.959,6.644,4.939,1.705,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1062,21010.909,654.203,1.20E+13,4.293,7.134,4.685,2.449,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1063,8102.8,325.176,56345650883,8.348,5.886,5.162,0.724,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1064,8533.605,311.938,1.20316E+11,-6.678,5.571,4.659,0.912,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1065,9544.163,329.431,1.7992E+11,-4.018,5.588,4.51,1.078,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1066,3448.731,213.98,2220050206,34.462,4.973,3.144,1.829,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1067,7575.751,336.767,3.04794E+11,-11.381,5.952,4.044,1.908,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1068,10259.116,419.828,1.37E+12,1.525,6.876,4.76,2.116,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1069,6528.529,312.698,1.49616E+11,-16.761,6.198,3.952,2.246,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1070,4537.201,237.377,32765113324,-4.045,5.245,4.364,0.881,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1071,4839.681,247.042,60010781102,-5.285,5.573,4.106,1.467,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1072,5398.811,283.157,1.17906E+11,4.731,6.091,3.991,2.1,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1073,5018.42,275.481,1.61985E+11,-0.712,6.554,4.637,1.917,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1074,2002.785,164.285,5131097142,0.632,5.129,3.566,1.563,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1075,2394.634,199.21,35496630835,0.575,5.949,3.429,2.52,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1076,1379.493,158.382,142016523.9,-29.831,3.943,1.656,2.286,distal,dist-sub-COQF2-1-sam-2-1-1-cropped
1077,236839.91,1986.348,7.67E+14,-17.385,6.708,5.525,1.183,distal,dist-sub-CYM1-4-sam-1-4-1
1078,95699.567,1099.536,3.54E+13,-0.175,6.536,5.977,0.559,distal,dist-sub-CYM1-4-sam-1-4-1
1079,38881.391,925.9,7.07E+13,-7.266,7.682,4.793,2.889,distal,dist-sub-CYM1-4-sam-1-4-1
1080,20813.83,638.996,1.44E+13,2.407,7.269,4.998,2.271,distal,dist-sub-CYM1-4-sam-1-4-1
1081,58435.653,1065.226,1.60E+14,-4.082,7.534,5.338,2.196,distal,dist-sub-CYM1-4-sam-1-4-1
1082,14821.136,454.077,4.28486E+11,34.378,6.385,5.333,1.052,distal,dist-sub-CYM1-4-sam-1-4-1
1083,181790.634,1470.056,4.99E+14,5.257,6.776,6.028,0.748,distal,dist-sub-CYM1-4-sam-1-4-1
1084,71765.498,943.415,4.57E+12,-27.476,5.964,5.709,0.254,distal,dist-sub-CYM1-4-sam-1-4-1
1085,15123.982,433.517,5.05087E+11,-6.969,5.436,4.744,0.692,distal,dist-sub-CYM1-4-sam-1-4-1
1086,55517.312,906.417,2.39E+13,2.096,6.246,5.336,0.91,distal,dist-sub-CYM1-4-sam-1-4-1
1087,54790.021,840.138,2.76E+12,-10.578,5.852,5.545,0.307,distal,dist-sub-CYM1-4-sam-1-4-1
1088,52832.989,923.06,5.66E+13,3.67,6.807,5.77,1.037,distal,dist-sub-CYM1-4-sam-1-4-1
1089,48703.261,761.374,1.20E+13,-21.621,6.042,5.22,0.822,distal,dist-sub-CYM1-4-sam-1-4-1
1090,61606.367,906.075,8.29E+12,4.046,6.222,5.738,0.484,distal,dist-sub-CYM1-4-sam-1-4-1
1091,55141.048,805.318,1.72E+13,0.575,6.071,5.338,0.733,distal,dist-sub-CYM1-4-sam-1-4-1
1092,84602.07,1085.859,2.05E+14,4.919,6.897,5.565,1.332,distal,dist-sub-CYM1-4-sam-1-4-1
1093,88334.885,1114.379,1.04E+14,-3.434,6.466,5.651,0.814,distal,dist-sub-CYM1-4-sam-1-4-1
1094,67183.794,931.817,6.21E+13,-7.776,6.363,5.321,1.042,distal,dist-sub-CYM1-4-sam-1-4-1
1095,96277.729,1214.348,9.07E+13,3.399,6.57,5.919,0.65,distal,dist-sub-CYM1-4-sam-1-4-1
1096,22727.271,510.113,1.12E+12,9.55,5.595,4.997,0.598,distal,dist-sub-CYM1-4-sam-1-4-1
1097,44931.442,753.997,1.40E+13,-9.713,6.227,5.238,0.989,distal,dist-sub-CYM1-4-sam-1-4-1
1098,6898.94,351.383,3.77695E+11,85.123,6.138,3.297,2.842,distal,dist-sub-CYM1-4-sam-1-4-1
1099,54140.736,822.114,5.41E+12,-17.894,5.942,5.524,0.418,distal,dist-sub-CYM1-4-sam-1-4-1
1100,16188.534,506.768,3.69326E+11,3.339,5.379,4.834,0.544,distal,dist-sub-CYM1-4-sam-1-4-1
1101,58642.14,842.863,3.38E+13,-2.231,6.292,5.417,0.875,distal,dist-sub-CYM1-4-sam-1-4-1
1102,120542.176,1265.606,1.10E+14,3.715,6.657,6.086,0.572,distal,dist-sub-CYM1-4-sam-1-4-1
1103,51981.806,790.869,1.23E+12,-11.644,5.714,5.522,0.192,distal,dist-sub-CYM1-4-sam-1-4-1
1104,18831.56,493.738,2.76932E+11,7.475,5.408,5.021,0.387,distal,dist-sub-CYM1-4-sam-1-4-1
1105,57187.558,842.28,1.65E+13,-2.619,6.168,5.522,0.646,distal,dist-sub-CYM1-4-sam-1-4-1
1106,74720.548,979.705,4.15E+13,-3.378,6.395,5.715,0.679,distal,dist-sub-CYM1-4-sam-1-4-1
1107,7525.282,315.093,1.44803E+11,-85.49,5.828,4.303,1.525,distal,dist-sub-CYM1-4-sam-1-4-1
1108,89488.915,1072.272,1.01E+14,-11.921,6.536,5.532,1.004,distal,dist-sub-CYM1-4-sam-1-4-1
1109,39294.363,722.322,8.42E+12,-6.091,6.084,5.364,0.721,distal,dist-sub-CYM1-4-sam-1-4-1
1110,86788.532,1089.739,1.05E+12,89.057,5.943,5.811,0.132,distal,dist-sub-CYM1-4-sam-1-4-1
1111,61913.802,891.359,6.63E+12,9.408,6.096,5.649,0.447,distal,dist-sub-CYM1-4-sam-1-4-1
1112,84540.124,1015.575,7.13E+12,-45.96,5.727,5.456,0.271,distal,dist-sub-CYM1-4-sam-1-4-1
1113,108405.364,1207.098,8.88E+13,-5.131,6.505,5.927,0.578,distal,dist-sub-CYM1-4-sam-1-4-1
1114,80520.522,1055.198,1.07E+13,5.135,6.039,5.743,0.297,distal,dist-sub-CYM1-4-sam-1-4-1
1115,207280.234,1836.029,6.28E+14,5.949,6.584,5.839,0.745,distal,dist-sub-CYM1-4-sam-1-4-1
1116,119266.549,1332.836,2.42E+14,2.35,6.754,5.844,0.91,distal,dist-sub-CYM1-4-sam-1-4-1
1117,82823.993,1073.033,8.72E+12,-72.147,6.255,5.867,0.388,distal,dist-sub-CYM1-4-sam-1-4-1
1118,41827.263,707.732,7.36E+12,1.999,6.072,5.406,0.666,distal,dist-sub-CYM1-4-sam-1-4-1
1119,31833.321,708.152,1.18E+13,-2.44,6.165,5.027,1.139,distal,dist-sub-CYM1-4-sam-1-4-1
1120,25150.044,538.785,1.69E+12,88.093,6.039,5.143,0.897,distal,dist-sub-CYM1-4-sam-1-4-1
1121,74252.512,1068.875,1.24E+14,0.485,6.66,5.446,1.215,distal,dist-sub-CYM1-4-sam-1-4-1
1122,103484.105,1215.083,1.58E+14,-3.865,6.579,5.677,0.902,distal,dist-sub-CYM1-4-sam-1-4-1
1123,99824.707,1186.716,1.16E+13,1.207,6.475,6.256,0.219,distal,dist-sub-CYM1-4-sam-1-4-1
1124,67578.413,918.534,3.34E+13,-0.631,6.341,5.674,0.668,distal,dist-sub-CYM1-4-sam-1-4-1
1125,24585.648,533.372,1.97599E+11,-87.91,5.055,4.794,0.26,distal,dist-sub-CYM1-4-sam-1-4-1
1126,54202.682,854.119,1.05E+13,88.971,6.326,5.627,0.699,distal,dist-sub-CYM1-4-sam-1-4-1
1127,13072.884,389.116,1992490382,58.584,4.696,4.649,0.047,distal,dist-sub-CYM1-4-sam-1-4-1
1128,89743.582,1083.324,8.25E+13,-15.408,6.537,5.613,0.924,distal,dist-sub-CYM1-4-sam-1-4-1
1129,46762.289,911.031,6.60E+13,-0.733,6.648,5.244,1.404,distal,dist-sub-CYM1-4-sam-1-4-1
1130,4416.515,237.153,35813896671,87.121,5.544,4.076,1.468,distal,dist-sub-CYM1-4-sam-1-4-1
1131,62771.868,857.947,77046316998,-24.502,5.59,5.547,0.043,distal,dist-sub-CYM1-4-sam-1-4-1
1132,61285.166,895.706,3.34E+13,5.898,6.656,5.825,0.831,distal,dist-sub-CYM1-4-sam-1-4-1
1133,186939.028,1624.429,1.21E+14,-17.74,6.851,6.435,0.416,distal,dist-sub-CYM1-4-sam-1-4-1
1134,85907.523,1067.835,6.14E+13,-8.376,6.34,5.617,0.723,distal,dist-sub-CYM1-4-sam-1-4-1
1135,8454.471,283.518,24681328847,-65.442,4.437,4.078,0.359,distal,dist-sub-CYM1-4-sam-1-4-1
1136,67934.028,933.224,5.12E+13,-0.264,6.281,5.424,0.857,distal,dist-sub-CYM1-4-sam-1-4-1
1137,49588.858,879.976,2.49E+13,4.381,6.247,5.403,0.844,distal,dist-sub-CYM1-4-sam-1-4-1
1138,38865.331,675.17,8.37689E+11,-42.881,5.456,5.14,0.316,distal,dist-sub-CYM1-4-sam-1-4-1
1139,172152.307,1442.666,3.53E+14,2.736,6.408,5.659,0.749,distal,dist-sub-CYM1-4-sam-1-4-1
1140,43775.118,726.213,1.42E+13,-12.804,5.991,5.001,0.991,distal,dist-sub-CYM1-4-sam-1-4-1
1141,8656.369,319.592,82734141641,80.27,5.264,4.345,0.919,distal,dist-sub-CYM1-4-sam-1-4-1
1142,80779.777,1042.282,7.90E+13,-10.736,6.503,5.48,1.023,distal,dist-sub-CYM1-4-sam-1-4-1
1143,42903.287,758.953,1.10E+13,5.073,6.375,5.607,0.768,distal,dist-sub-CYM1-4-sam-1-4-1
1144,26132.002,583.123,2.05E+12,3.391,5.652,5.081,0.57,distal,dist-sub-CYM1-4-sam-1-4-1
1145,49666.864,732.765,1.66E+13,-25.453,6.048,4.857,1.191,distal,dist-sub-CYM1-4-sam-1-4-1
1146,19602.443,488.046,24167877769,26.952,5.116,5.019,0.096,distal,dist-sub-CYM1-4-sam-1-4-1
1147,67952.383,974.103,7.76E+13,-6.025,7.146,5.772,1.375,distal,dist-sub-CYM1-4-sam-1-4-1
1148,51438.059,829.732,2.32E+13,1.818,6.688,5.692,0.997,distal,dist-sub-CYM1-4-sam-1-4-1
1149,24668.243,571.031,1.11E+12,44.705,6.254,4.885,1.369,distal,dist-sub-CYM1-4-sam-1-4-1
1150,29880.878,697.011,7.04E+12,-13.057,6.756,4.469,2.287,distal,dist-sub-CYM1-4-sam-1-4-1
1151,42719.744,937.776,7.12E+13,-4.931,7.229,4.912,2.317,distal,dist-sub-CYM1-4-sam-1-4-1
1152,24365.396,621.985,7.59E+12,-1.212,6.916,4.987,1.929,distal,dist-sub-CYM1-4-sam-1-4-1
1153,10920.837,461.239,1.73E+12,2.252,6.58,4.089,2.491,distal,dist-sub-CYM1-4-sam-1-4-1
1154,8070875.313,13490.716,7.62E+18,-8.129,6.214,5.638,0.575,distal,dist-sub-DYF6-5-sam-6-5-1-103
1155,25790.584,676.487,7.24E+12,-8.127,6.771,5.066,1.705,distal,dist-sub-DYF6-5-sam-6-5-1-103
1156,17909.873,496.706,9.28321E+11,-8.681,6.18,5.361,0.819,distal,dist-sub-DYF6-5-sam-6-5-1-103
1157,10111.707,402.975,6.37814E+11,-15.903,6.307,3.932,2.376,distal,dist-sub-DYF6-5-sam-6-5-1-103
1158,104749.026,1138.699,2.60E+13,14.493,6.385,5.986,0.399,distal,dist-sub-DYF6-5-sam-6-5-1-103
1159,509946.434,4218.038,8.62E+16,-88.645,8.211,5.672,2.539,distal,dist-sub-DYF6-5-sam-6-5-1-103
1160,187043.643,1391.364,1.70E+14,4.725,6.407,5.945,0.462,distal,dist-sub-DYF6-5-sam-6-5-1-103
1161,70878.248,897.613,4.00E+13,-21.777,6.227,5.196,1.03,distal,dist-sub-DYF6-5-sam-6-5-1-103
1162,37227.589,674.966,6.14E+12,-12.838,5.988,5.202,0.786,distal,dist-sub-DYF6-5-sam-6-5-1-103
1163,116566.653,1250.474,5.20E+12,-61.16,6.267,6.129,0.137,distal,dist-sub-DYF6-5-sam-6-5-1-103
1164,137106.487,1291.288,1.09E+14,-6.568,6.794,6.249,0.545,distal,dist-sub-DYF6-5-sam-6-5-1-103
1165,84355.938,1068.005,1.29E+14,-14.741,6.499,5.206,1.293,distal,dist-sub-DYF6-5-sam-6-5-1-103
1166,83975.316,1011.315,1.52E+13,-74.56,6.293,5.899,0.395,distal,dist-sub-DYF6-5-sam-6-5-1-103
1167,154337.661,1374.374,7.13E+13,-71.529,6.479,6.075,0.404,distal,dist-sub-DYF6-5-sam-6-5-1-103
1168,51727.914,785.738,3.12E+12,58.152,5.939,5.625,0.315,distal,dist-sub-DYF6-5-sam-6-5-1-103
1169,339478.194,1896.61,5.63E+14,-50.53,6.873,6.405,0.468,distal,dist-sub-DYF6-5-sam-6-5-1-103
1170,176975.502,1418.09,6.48E+13,-76.158,6.221,5.912,0.309,distal,dist-sub-DYF6-5-sam-6-5-1-103
1171,38729.441,687.903,3.39745E+11,-55.177,5.787,5.634,0.153,distal,dist-sub-DYF6-5-sam-6-5-1-103
1172,78275.157,978.978,8.33E+12,-88.616,6.217,5.94,0.277,distal,dist-sub-DYF6-5-sam-6-5-1-103
1173,26643.544,559.149,1.58E+12,-77.473,5.583,4.896,0.687,distal,dist-sub-DYF6-5-sam-6-5-1-103
1174,29427.13,600.23,4.75E+12,-13.758,5.715,4.611,1.104,distal,dist-sub-DYF6-5-sam-6-5-1-103
1175,117564.066,1151.396,1.12E+13,11.739,6.288,6.072,0.216,distal,dist-sub-DYF6-5-sam-6-5-1-103
1176,23910.403,596.467,6.88E+12,-2.124,6.222,5.094,1.128,distal,dist-sub-DYF6-5-sam-6-5-1-103
1177,83645.138,1067.842,2.69E+12,-27.957,6.054,5.911,0.143,distal,dist-sub-DYF6-5-sam-6-5-1-103
1178,68888.008,866.961,3.05E+13,-21.671,6.206,5.467,0.739,distal,dist-sub-DYF6-5-sam-6-5-1-103
1179,74601.924,962.948,1.69E+13,-18.284,6.172,5.709,0.463,distal,dist-sub-DYF6-5-sam-6-5-1-103
1180,120767.253,1143.539,2.96E+13,47.674,6.276,5.916,0.361,distal,dist-sub-DYF6-5-sam-6-5-1-103
1181,63944.507,896.044,18614928202,20.972,5.886,5.866,0.02,distal,dist-sub-DYF6-5-sam-6-5-1-103
