,area,perim,eccentr,orient,ext,disp,elong,ens_location,sample_id
5992,16932.553,415.646,90361311549,-56.7,5.141,4.878,0.262,proximal,prox-sub-DYM34-8-sam-34-8-2
5993,43797.252,753.933,2.20E+13,84.107,6.019,4.9,1.119,proximal,prox-sub-DYM34-8-sam-34-8-2
5994,43033.946,685.328,3.56E+12,-23.753,5.52,5.001,0.52,proximal,prox-sub-DYM34-8-sam-34-8-2
5995,28964.362,649.752,4.41E+12,-86.191,5.867,5.055,0.812,proximal,prox-sub-DYM34-8-sam-34-8-2
5996,12863.881,367.502,1.6882E+11,-86.901,5.019,4.48,0.539,proximal,prox-sub-DYM34-8-sam-34-8-2
5997,58093.764,931.357,1.21E+13,2.214,6.146,5.658,0.488,proximal,prox-sub-DYM34-8-sam-34-8-2
5998,17397.872,483.847,5.77563E+11,-1.961,5.513,5.038,0.474,proximal,prox-sub-DYM34-8-sam-34-8-2
5999,24884.229,562.916,6.04626E+11,-77.305,5.446,5.09,0.356,proximal,prox-sub-DYM34-8-sam-34-8-2
6000,12364.179,365.513,62046072961,4.4,4.919,4.565,0.354,proximal,prox-sub-DYM34-8-sam-34-8-2
6001,9572.268,351.286,1.49414E+11,84.494,5.16,4.148,1.012,proximal,prox-sub-DYM34-8-sam-34-8-2
6002,17741.703,414.974,19562973936,-88.004,4.747,4.624,0.123,proximal,prox-sub-DYM34-8-sam-34-8-2
6003,65690.147,868.882,1.50E+12,-51.544,5.552,5.382,0.17,proximal,prox-sub-DYM34-8-sam-34-8-2
6004,24994.255,565.209,3.84971E+11,15.425,5.291,4.996,0.295,proximal,prox-sub-DYM34-8-sam-34-8-2
6005,40723.398,658.963,6.54695E+11,-64.9,5.443,5.255,0.188,proximal,prox-sub-DYM34-8-sam-34-8-2
6006,21290.044,468.959,7.55961E+11,-22.539,5.169,4.491,0.678,proximal,prox-sub-DYM34-8-sam-34-8-2
6007,24357.021,533.801,2.70E+12,-87.234,5.645,4.919,0.726,proximal,prox-sub-DYM34-8-sam-34-8-2
6008,43545.109,762.371,1.08E+12,19.29,5.462,5.181,0.281,proximal,prox-sub-DYM34-8-sam-34-8-2
6009,27550.069,557.962,4.23708E+11,12.556,5.372,5.12,0.252,proximal,prox-sub-DYM34-8-sam-34-8-2
6010,9602.067,334.22,70661603453,-74.371,5.014,4.516,0.499,proximal,prox-sub-DYM34-8-sam-34-8-2
6011,13959.557,401.267,2.09911E+11,-68.643,5.544,5.001,0.542,proximal,prox-sub-DYM34-8-sam-34-8-2
6012,11174.523,351.779,23574063678,-67.645,4.497,4.279,0.218,proximal,prox-sub-DYM34-8-sam-34-8-2
6013,41443.152,726.859,3.35E+12,-85.66,5.803,5.415,0.388,proximal,prox-sub-DYM34-8-sam-34-8-2
6014,36521.778,650.272,8.10487E+11,83.365,5.505,5.238,0.266,proximal,prox-sub-DYM34-8-sam-34-8-2
6015,17970.924,447.915,7.91445E+11,8.23,5.171,4.395,0.775,proximal,prox-sub-DYM34-8-sam-34-8-2
6016,20904.953,462.231,7.36464E+11,-84.487,5.29,4.746,0.544,proximal,prox-sub-DYM34-8-sam-34-8-2
6017,21019.563,556.886,1.92E+12,-89.418,5.764,4.99,0.774,proximal,prox-sub-DYM34-8-sam-34-8-2
6018,15183.597,373.317,2.6444E+11,-25.087,4.795,4.22,0.575,proximal,prox-sub-DYM34-8-sam-34-8-2
6019,4664.647,225.364,16329373790,-84.751,4.88,4.334,0.546,proximal,prox-sub-DYM34-8-sam-34-8-2
6020,30481.805,627.213,9.6528E+11,-67.142,5.21,4.807,0.404,proximal,prox-sub-DYM34-8-sam-34-8-2
6021,33846.769,624.274,1.68E+12,79.08,5.672,5.302,0.37,proximal,prox-sub-DYM34-8-sam-34-8-2
6022,24684.807,540.896,4.13899E+11,-85.28,5.385,5.031,0.354,proximal,prox-sub-DYM34-8-sam-34-8-2
6023,29519.077,619.32,1.25E+12,30.41,5.356,4.869,0.486,proximal,prox-sub-DYM34-8-sam-34-8-2
6024,17535.405,436.627,3.52834E+11,-36.025,5.083,4.488,0.595,proximal,prox-sub-DYM34-8-sam-34-8-2
6025,31916.729,618.89,60379801021,-22.422,5.306,5.229,0.077,proximal,prox-sub-DYM34-8-sam-34-8-2
6026,10683.99,356.67,63875715107,81.304,4.885,4.479,0.406,proximal,prox-sub-DYM34-8-sam-34-8-2
6027,14303.389,405.916,2.81946E+11,77.782,5.213,4.601,0.613,proximal,prox-sub-DYM34-8-sam-34-8-2
6028,24728.359,569.492,7.02434E+11,75.983,5.579,5.193,0.386,proximal,prox-sub-DYM34-8-sam-34-8-2
6029,18972.62,445.559,53777435669,-58.089,4.963,4.794,0.169,proximal,prox-sub-DYM34-8-sam-34-8-2
6030,19144.536,515.229,1.16E+12,-2.381,5.798,5.224,0.574,proximal,prox-sub-DYM34-8-sam-34-8-2
6031,34328.133,639.566,4.10445E+11,-83.338,5.447,5.254,0.193,proximal,prox-sub-DYM34-8-sam-34-8-2
6032,14440.921,418.396,6.02879E+11,78.616,5.556,4.735,0.821,proximal,prox-sub-DYM34-8-sam-34-8-2
6033,44058.564,783.693,1.11852E+11,-60.997,5.265,5.198,0.068,proximal,prox-sub-DYM34-8-sam-34-8-2
6034,14991.052,447.574,1.07E+12,-77.8,5.607,4.619,0.989,proximal,prox-sub-DYM34-8-sam-34-8-2
6035,7481.773,306.018,1.19957E+11,-82.301,5.382,4.401,0.981,proximal,prox-sub-DYM34-8-sam-34-8-2
6036,9455.365,347.523,1.34059E+11,-84.956,5.699,5.102,0.596,proximal,prox-sub-DYM34-8-sam-34-8-2
6037,37780.201,677.828,69899479146,-38.393,5.704,5.633,0.071,proximal,prox-sub-DYM34-8-sam-34-8-2
6038,19339.374,536.336,5.20E+12,-86.824,6.221,5.012,1.209,proximal,prox-sub-DYM34-8-sam-34-8-2
6039,36081.674,714.773,6.52E+12,1.04,6.138,5.487,0.651,proximal,prox-sub-DYM34-8-sam-34-8-2
6040,7756.838,289.382,65925715584,-87.84,4.789,4.199,0.59,proximal,prox-sub-DYM34-8-sam-34-8-2
6041,28991.869,589.864,2.47015E+11,-88.373,5.669,5.49,0.18,proximal,prox-sub-DYM34-8-sam-34-8-2
6042,6704.714,264.271,60848926139,-85.925,4.79,4.152,0.637,proximal,prox-sub-DYM34-8-sam-34-8-2
6043,29560.337,577.967,9.392E+11,-1.742,5.647,5.263,0.384,proximal,prox-sub-DYM34-8-sam-34-8-2
6044,12079.945,397.441,99864704063,0.706,5.051,4.677,0.375,proximal,prox-sub-DYM34-8-sam-34-8-2
6045,21180.018,476.789,2.91865E+11,-82.065,5.174,4.838,0.336,proximal,prox-sub-DYM34-8-sam-34-8-2
6046,39884.45,695.692,1.74E+12,-89.577,5.666,5.384,0.283,proximal,prox-sub-DYM34-8-sam-34-8-2
6047,26502.529,570.379,1.11E+12,-23.965,5.749,5.307,0.442,proximal,prox-sub-DYM34-8-sam-34-8-2
6048,13918.298,456.469,6.22545E+11,-86.854,5.962,4.974,0.988,proximal,prox-sub-DYM34-8-sam-34-8-2
6049,7749.961,277.486,45380791390,-85.398,4.601,4.107,0.494,proximal,prox-sub-DYM34-8-sam-34-8-2
6050,30394.701,611.338,1.05301E+11,-84.77,4.922,4.793,0.129,proximal,prox-sub-DYM34-8-sam-34-8-2
6051,58499.485,866.73,4.51E+12,86.79,6.052,5.763,0.289,proximal,prox-sub-DYM34-8-sam-34-8-2
6052,26314.568,584.632,2.48E+12,-78.355,5.762,4.992,0.77,proximal,prox-sub-DYM34-8-sam-34-8-2
6053,65075.835,900.316,1.24E+12,47.225,5.511,5.365,0.146,proximal,prox-sub-DYM34-8-sam-34-8-2
6054,11472.51,336.855,18704630195,-82.561,4.885,4.698,0.187,proximal,prox-sub-DYM34-8-sam-34-8-2
6055,37443.246,677.372,7.99E+12,-5.318,6.054,5.356,0.698,proximal,prox-sub-DYM34-8-sam-34-8-2
6056,24838.385,540.162,3.31E+12,-11.121,5.715,4.904,0.812,proximal,prox-sub-DYM34-8-sam-34-8-2
6057,27231.452,567.718,1.2147E+11,62.739,5.192,5.044,0.147,proximal,prox-sub-DYM34-8-sam-34-8-2
6058,38435.773,637.766,1.13E+12,-34.456,5.231,4.922,0.309,proximal,prox-sub-DYM34-8-sam-34-8-2
6059,16627.69,450.145,1.56288E+11,10.679,4.964,4.655,0.309,proximal,prox-sub-DYM34-8-sam-34-8-2
6060,8109.838,277.853,16189464008,-29.654,4.735,4.436,0.299,proximal,prox-sub-DYM34-8-sam-34-8-2
6061,5826.797,279.653,16112792485,-70.505,4.586,4.176,0.411,proximal,prox-sub-DYM34-8-sam-34-8-2
6062,38344.085,694.438,4.30E+12,89.787,5.833,5.293,0.54,proximal,prox-sub-DYM34-8-sam-34-8-2
6063,7433.636,300.177,57842850511,9.038,5.195,4.685,0.51,proximal,prox-sub-DYM34-8-sam-34-8-2
6064,31041.104,623.02,2.88275E+11,-69.613,5.4,5.204,0.197,proximal,prox-sub-DYM34-8-sam-34-8-2
6065,37821.461,674.192,7.62E+12,88.953,6.731,5.779,0.952,proximal,prox-sub-DYM34-8-sam-34-8-2
6066,8774.579,321.741,64605148890,49.189,4.797,4.249,0.547,proximal,prox-sub-DYM34-8-sam-34-8-2
6067,42910.167,750.779,1.28E+13,-88.442,6.057,5.317,0.74,proximal,prox-sub-DYM34-8-sam-34-8-2
6068,19738.218,471.189,6.27836E+11,73.118,5.393,4.85,0.543,proximal,prox-sub-DYM34-8-sam-34-8-2
6069,23346.156,535.753,8.55084E+11,-55.977,5.768,5.255,0.513,proximal,prox-sub-DYM34-8-sam-34-8-2
6070,16668.949,433.383,5.19153E+11,83.65,5.5,4.895,0.605,proximal,prox-sub-DYM34-8-sam-34-8-2
6071,53014.227,859.115,1.08E+13,-82.707,6.235,5.697,0.538,proximal,prox-sub-DYM34-8-sam-34-8-2
6072,34321.257,683.669,4.77E+12,-84.953,6.125,5.465,0.66,proximal,prox-sub-DYM34-8-sam-34-8-2
6073,30834.806,592.525,84597568435,54.487,5.532,5.433,0.099,proximal,prox-sub-DYM34-8-sam-34-8-2
6074,30367.195,602.191,2.97E+12,-82.929,5.834,5.254,0.58,proximal,prox-sub-DYM34-8-sam-34-8-2
6075,38142.37,678.411,96843925089,9.306,5.492,5.412,0.08,proximal,prox-sub-DYM34-8-sam-34-8-2
6076,17480.392,431.458,1.00093E+11,-52.993,4.99,4.736,0.254,proximal,prox-sub-DYM34-8-sam-34-8-2
6077,41919.932,684.441,1.51E+12,-80.856,5.474,5.194,0.28,proximal,prox-sub-DYM34-8-sam-34-8-2
6078,20441.927,476.51,16713198502,-47.881,4.946,4.867,0.079,proximal,prox-sub-DYM34-8-sam-34-8-2
6079,44906.681,725.731,1.58E+12,-80.251,5.528,5.242,0.286,proximal,prox-sub-DYM34-8-sam-34-8-2
6080,38165.292,695.477,2.15E+12,89.648,5.796,5.467,0.328,proximal,prox-sub-DYM34-8-sam-34-8-2
6081,44814.993,739.338,22893477853,-68.311,5.478,5.446,0.032,proximal,prox-sub-DYM34-8-sam-34-8-2
6082,17856.314,468.25,62450565898,-80.283,5.401,5.216,0.185,proximal,prox-sub-DYM34-8-sam-34-8-2
6083,27437.751,611.606,2.04586E+11,-54.239,5.661,5.49,0.171,proximal,prox-sub-DYM34-8-sam-34-8-2
6084,15561.812,414.848,2.84649E+11,-11.668,5.339,4.852,0.487,proximal,prox-sub-DYM34-8-sam-34-8-2
6085,13959.557,447.448,1.95878E+11,22.735,5.437,5.059,0.378,proximal,prox-sub-DYM34-8-sam-34-8-2
6086,42680.946,771.76,2.38E+13,85.299,6.09,5.009,1.081,proximal,prox-sub-DYM34-8-sam-34-8-2
6087,14234.623,419.372,1.7501E+11,89.285,5.48,5.062,0.418,proximal,prox-sub-DYM34-8-sam-34-8-2
6088,20251.673,469.935,24490607429,-45.662,5.131,5.037,0.094,proximal,prox-sub-DYM34-8-sam-34-8-2
6089,33434.171,670.607,3.06E+12,-84.788,5.915,5.425,0.49,proximal,prox-sub-DYM34-8-sam-34-8-2
6090,16448.897,417.787,4.30255E+11,-57.241,5.213,4.561,0.652,proximal,prox-sub-DYM34-8-sam-34-8-2
6091,9971.112,370.126,69016666864,-80.979,5.209,4.714,0.495,proximal,prox-sub-DYM34-8-sam-34-8-2
6092,18213.899,590.625,3.04E+12,-1.29,5.819,4.746,1.073,proximal,prox-sub-DYM34-8-sam-34-8-2
6093,23811.475,501.747,1.01838E+11,83.382,4.915,4.745,0.17,proximal,prox-sub-DYM34-8-sam-34-8-2
6094,22692.877,516.394,2.30757E+11,78.265,5.685,5.444,0.241,proximal,prox-sub-DYM34-8-sam-34-8-2
6095,6085.817,269.682,43965985500,89.866,5.204,4.648,0.556,proximal,prox-sub-DYM34-8-sam-34-8-2
6096,41880.964,690.129,1.96E+12,84.561,5.47,5.061,0.409,proximal,prox-sub-DYM34-8-sam-34-8-2
6097,13161.868,387.9,2.21288E+11,-25.099,5.162,4.594,0.568,proximal,prox-sub-DYM34-8-sam-34-8-2
6098,10443.308,343.367,1965853798,57.587,4.622,4.551,0.07,proximal,prox-sub-DYM34-8-sam-34-8-2
6099,29046.882,646.751,6.05434E+11,89.953,5.721,5.471,0.25,proximal,prox-sub-DYM34-8-sam-34-8-2
6100,29844.571,529.708,6.27829E+11,-59.323,5.343,4.966,0.377,proximal,prox-sub-DYM34-8-sam-34-8-2
6101,11263.919,382.149,3.80276E+11,-78.355,5.47,4.66,0.81,proximal,prox-sub-DYM34-8-sam-34-8-2
6102,23724.371,549.398,6.55091E+11,-70.479,5.538,5.102,0.436,proximal,prox-sub-DYM34-8-sam-34-8-2
6103,9537.885,312.048,50389253867,-13.376,4.981,4.592,0.389,proximal,prox-sub-DYM34-8-sam-34-8-2
6104,41738.847,704.624,2.21383E+11,19.736,5.443,5.318,0.126,proximal,prox-sub-DYM34-8-sam-34-8-2
6105,16953.183,444.913,34566454931,-37.81,4.819,4.681,0.139,proximal,prox-sub-DYM34-8-sam-34-8-2
6106,17313.06,425.249,40151034891,65.887,5.059,4.888,0.172,proximal,prox-sub-DYM34-8-sam-34-8-2
6107,13533.206,388.635,47027306702,-51.91,5.16,4.924,0.236,proximal,prox-sub-DYM34-8-sam-34-8-2
6108,15587.026,421.576,96660076748,-27.66,5.416,5.138,0.279,proximal,prox-sub-DYM34-8-sam-34-8-2
6109,41589.854,687.469,6.35E+12,-0.608,5.886,5.278,0.608,proximal,prox-sub-DYM34-8-sam-34-8-2
6110,14491.35,428.214,9.19831E+11,-2.801,5.406,4.541,0.865,proximal,prox-sub-DYM34-8-sam-34-8-2
6111,17948.002,439.655,1.45181E+11,-34.37,5.317,5.021,0.296,proximal,prox-sub-DYM34-8-sam-34-8-2
6112,62481.053,804.344,2.51E+12,-52.818,5.39,5.117,0.273,proximal,prox-sub-DYM34-8-sam-34-8-2
6113,23197.163,538.262,3.68956E+11,-6.19,5.476,5.188,0.288,proximal,prox-sub-DYM34-8-sam-34-8-2
6114,10516.658,326.668,20723463588,11.788,4.786,4.551,0.234,proximal,prox-sub-DYM34-8-sam-34-8-2
6115,28982.7,560.686,24444137641,65.613,5.188,5.13,0.058,proximal,prox-sub-DYM34-8-sam-34-8-2
6116,17047.164,491.524,3.91033E+11,6.714,5.909,5.433,0.476,proximal,prox-sub-DYM34-8-sam-34-8-2
6117,33154.522,630.33,1.21E+12,-24.716,5.621,5.227,0.394,proximal,prox-sub-DYM34-8-sam-34-8-2
6118,58167.115,873.862,9.30E+12,81.93,6.045,5.507,0.538,proximal,prox-sub-DYM34-8-sam-34-8-2
6119,7811.851,315.837,46092771161,-86.529,4.935,4.501,0.435,proximal,prox-sub-DYM34-8-sam-34-8-2
6120,5295.005,249.373,13566949807,84.58,4.664,4.216,0.448,proximal,prox-sub-DYM34-8-sam-34-8-2
6121,67138.824,923.958,4.13E+12,-82.785,5.909,5.59,0.319,proximal,prox-sub-DYM34-8-sam-34-8-2
6122,29523.662,539.096,2.18808E+11,-58.201,4.962,4.777,0.185,proximal,prox-sub-DYM34-8-sam-34-8-2
6123,20939.336,522.906,6.85811E+11,19.798,5.522,5.039,0.483,proximal,prox-sub-DYM34-8-sam-34-8-2
6124,10122.398,316.698,69756115308,-37.9,4.787,4.233,0.554,proximal,prox-sub-DYM34-8-sam-34-8-2
6125,43982.921,676.674,5.13E+12,61.209,5.756,5.14,0.616,proximal,prox-sub-DYM34-8-sam-34-8-2
6126,5631.959,252.096,62180265662,-84.864,5.4,4.607,0.792,proximal,prox-sub-DYM34-8-sam-34-8-2
6127,16448.897,388.824,55754112205,-80.007,4.829,4.584,0.245,proximal,prox-sub-DYM34-8-sam-34-8-2
6128,28991.869,620.233,9.56303E+11,-4.68,5.563,5.23,0.332,proximal,prox-sub-DYM34-8-sam-34-8-2
6129,4951.173,247.016,5101326288,86.556,5.111,4.848,0.263,proximal,prox-sub-DYM34-8-sam-34-8-2
6130,33466.262,617.027,2.38E+12,89.034,5.603,5.105,0.498,proximal,prox-sub-DYM34-8-sam-34-8-2
6131,35795.148,691.955,3.19218E+11,7.127,5.911,5.772,0.139,proximal,prox-sub-DYM34-8-sam-34-8-2
6132,89348.044,1049.208,2.22E+13,2.561,6.501,5.968,0.533,proximal,prox-sub-DYM34-8-sam-34-8-2
6133,17700.444,472.9,3.17376E+11,-84.815,5.402,5.027,0.375,proximal,prox-sub-DYM34-8-sam-34-8-2
6134,39476.436,670.555,5.15E+12,-83.872,5.653,5.042,0.611,proximal,prox-sub-DYM34-8-sam-34-8-2
6135,50680.758,769.225,1.81E+12,82.78,5.927,5.661,0.266,proximal,prox-sub-DYM34-8-sam-34-8-2
6136,17650.015,516.698,2.74E+12,-84.869,6.54,4.874,1.666,proximal,prox-sub-DYM34-8-sam-34-8-2
6137,8939.618,304.003,14818031407,50.714,4.496,4.249,0.247,proximal,prox-sub-DYM34-8-sam-34-8-2
6138,8875.436,417.167,1.25E+12,84.842,6.494,3.877,2.617,proximal,prox-sub-DYM34-8-sam-34-8-2
6139,18594.406,469.504,6.90782E+11,-80.9,5.609,4.999,0.61,proximal,prox-sub-DYM34-8-sam-34-8-2
6140,66943.986,935.64,6.86E+12,3.241,6.209,5.814,0.395,proximal,prox-sub-DYM34-8-sam-34-8-2
6141,42479.231,743.988,3.20E+12,66.418,5.827,5.351,0.476,proximal,prox-sub-DYM34-8-sam-34-8-2
6142,13065.596,419.156,33861892267,69.926,5.321,5.146,0.175,proximal,prox-sub-DYM34-8-sam-34-8-2
6143,20114.141,515.811,8.26704E+11,87.929,5.449,4.872,0.577,proximal,prox-sub-DYM34-8-sam-34-8-2
6144,29787.266,579.006,17033563495,11.779,5.275,5.226,0.049,proximal,prox-sub-DYM34-8-sam-34-8-2
6145,43643.674,706.461,3.65E+12,85.683,5.85,5.409,0.442,proximal,prox-sub-DYM34-8-sam-34-8-2
6146,11224.951,367.009,1.0283E+11,88.88,5.113,4.689,0.424,proximal,prox-sub-DYM34-8-sam-34-8-2
6147,62687.352,914.811,8.79E+12,-6.464,6.254,5.728,0.526,proximal,prox-sub-DYM34-8-sam-34-8-2
6148,23022.955,522.45,3.14353E+11,-24.072,5.407,5.086,0.321,proximal,prox-sub-DYM34-8-sam-34-8-2
6149,28962.07,593.716,1.78E+12,89.509,5.709,5.168,0.541,proximal,prox-sub-DYM34-8-sam-34-8-2
6150,42360.036,712.973,2.00E+12,51.516,5.976,5.491,0.484,proximal,prox-sub-DYM34-8-sam-34-8-2
6151,16279.274,441.365,6.64168E+11,71.444,5.541,4.719,0.822,proximal,prox-sub-DYM34-8-sam-34-8-2
6152,31316.17,645.774,1.71E+12,86.758,5.835,5.384,0.451,proximal,prox-sub-DYM34-8-sam-34-8-2
6153,23790.845,561.384,1.11017E+11,47.793,5.472,5.328,0.144,proximal,prox-sub-DYM34-8-sam-34-8-2
6154,12254.153,372.76,62438373868,89.4,5.048,4.795,0.252,proximal,prox-sub-DYM34-8-sam-34-8-2
6155,25122.619,578.88,2.51E+12,82.083,5.857,5.126,0.731,proximal,prox-sub-DYM34-8-sam-34-8-2
6156,37168.181,672.57,8.58729E+11,-88.956,5.512,5.278,0.234,proximal,prox-sub-DYM34-8-sam-34-8-2
6157,23916.917,587.014,1.06E+12,-81.656,5.67,5.023,0.648,proximal,prox-sub-DYM34-8-sam-34-8-2
6158,17693.567,482.44,1.72989E+11,83.206,5.125,4.838,0.287,proximal,prox-sub-DYM34-8-sam-34-8-2
6159,42084.971,742.545,1.12E+12,88.743,5.919,5.6,0.319,proximal,prox-sub-DYM34-8-sam-34-8-2
6160,11442.711,387.837,6.27751E+11,89.558,5.675,4.816,0.859,proximal,prox-sub-DYM34-8-sam-34-8-2
6161,29225.674,596.009,1.87898E+11,60.108,5.408,5.202,0.206,proximal,prox-sub-DYM34-8-sam-34-8-2
6162,8939.618,317.154,93803051035,78.223,5.186,4.66,0.526,proximal,prox-sub-DYM34-8-sam-34-8-2
6163,18899.269,465.957,39636267078,69.787,5.22,5.087,0.134,proximal,prox-sub-DYM34-8-sam-34-8-2
6164,36675.356,680.945,7.09972E+11,12.56,5.877,5.577,0.3,proximal,prox-sub-DYM34-8-sam-34-8-2
6165,19742.803,447.028,75643442832,-59.888,4.956,4.757,0.199,proximal,prox-sub-DYM34-8-sam-34-8-2
6166,15030.019,424.756,2.75635E+11,-46.146,5.248,4.696,0.552,proximal,prox-sub-DYM34-8-sam-34-8-2
6167,13659.278,409.983,5.22972E+11,89.932,5.285,4.575,0.71,proximal,prox-sub-DYM34-8-sam-34-8-2
6168,45007.539,715.24,8.24E+12,-18.964,6.147,5.355,0.791,proximal,prox-sub-DYM34-8-sam-34-8-2
6169,30807.299,637.756,4.0536E+11,1.627,5.991,5.74,0.251,proximal,prox-sub-DYM34-8-sam-34-8-2
6170,10429.554,380.616,31514991435,58.7,5.359,5.115,0.244,proximal,prox-sub-DYM34-8-sam-34-8-2
6171,15990.455,468.859,1.21698E+11,65.753,5.166,4.735,0.431,proximal,prox-sub-DYM34-8-sam-34-8-2
6172,10397.463,354.681,14965948116,76.712,5.177,5.009,0.169,proximal,prox-sub-DYM34-8-sam-34-8-2
6173,11545.861,346.61,563458549.1,3.192,4.72,4.69,0.03,proximal,prox-sub-DYM34-8-sam-34-8-2
6174,25095.112,618.27,2.01E+12,-6.784,6.104,5.356,0.748,proximal,prox-sub-DYM34-8-sam-34-8-2
6175,21248.784,524.985,8.11738E+11,-13.888,6.174,4.986,1.188,proximal,prox-sub-DYM34-8-sam-34-8-2
6176,17741.703,492.931,2.69286E+11,-4.269,5.553,5.095,0.458,proximal,prox-sub-DYM34-8-sam-34-8-2
6177,17714.197,509.351,6.73151E+11,-7.653,6.674,5.959,0.715,proximal,prox-sub-DYM34-8-sam-34-8-2
6178,18869.471,473.939,3.41206E+11,-6.708,5.447,4.894,0.553,proximal,prox-sub-DYM34-8-sam-34-8-2
6179,21549.064,532.877,1.44E+12,14.859,5.751,4.566,1.185,proximal,prox-sub-DYM34-8-sam-34-8-2
6180,20730.745,583.341,3.21E+12,7.403,6.388,5.062,1.326,proximal,prox-sub-DYM34-8-sam-34-8-2
6181,12194.556,423.008,1.12772E+11,-18.749,5.475,4.941,0.535,proximal,prox-sub-DYM34-8-sam-34-8-2
6182,20698.654,568.935,3.78E+12,0.955,6.488,5.285,1.204,proximal,prox-sub-DYM34-8-sam-34-8-2
6183,18479.795,585.303,4.69E+12,-6.387,6.383,4.356,2.026,proximal,prox-sub-DYM34-8-sam-34-8-2
6184,9203.222,345.902,1.29612E+11,-10.339,5.475,4.751,0.724,proximal,prox-sub-DYM34-8-sam-34-8-2
6185,15064.402,480.971,3.18E+12,-1.775,6.603,4.99,1.613,proximal,prox-sub-DYM34-8-sam-34-8-2
6186,17306.184,557.925,7.32E+12,3.522,6.717,4.577,2.141,proximal,prox-sub-DYM34-8-sam-34-8-2
6187,6289.824,254.085,12284980067,-5.73,4.817,4.393,0.423,proximal,prox-sub-DYM34-8-sam-34-8-2
6188,17274.093,563.462,8.77E+12,3.263,6.902,4.416,2.486,proximal,prox-sub-DYM34-8-sam-34-8-2
6189,12928.063,464.361,1.92E+12,1.978,6.666,4.867,1.798,proximal,prox-sub-DYM34-8-sam-34-8-2
6190,6748.266,274.547,54296727318,20.815,5.077,4.167,0.909,proximal,prox-sub-DYM34-8-sam-34-8-2
6191,5453.167,259.344,48255242068,-12.011,5.575,4.206,1.369,proximal,prox-sub-DYM34-8-sam-34-8-2
6192,2592.489,182.846,2131097802,35.987,4.698,3.431,1.266,proximal,prox-sub-DYM34-8-sam-34-8-2
6193,11364.776,470.633,2.33E+12,-4.842,6.537,4.221,2.316,proximal,prox-sub-DYM34-8-sam-34-8-2
6194,4538.575,239.554,28937823287,-7.612,5.353,4.313,1.04,proximal,prox-sub-DYM34-8-sam-34-8-2
6195,2415.989,171.988,1872308764,-45.075,4.616,1.724,2.892,proximal,prox-sub-DYM34-8-sam-34-8-2
6196,3369.548,205.511,12903099263,-0.596,5.055,3.611,1.444,proximal,prox-sub-DYM34-8-sam-34-8-2
6197,5638.836,301.001,1.61583E+11,-8.032,5.815,3.765,2.05,proximal,prox-sub-DYM34-8-sam-34-8-2
6198,5384.401,294.945,2.46611E+11,-3.489,6.511,4.277,2.235,proximal,prox-sub-DYM34-8-sam-34-8-2
6199,2310.547,167.186,3263355891,-14.107,4.514,3.51,1.004,proximal,prox-sub-DYM34-8-sam-34-8-2
6200,2351.807,161.345,3771481400,-16.695,4.598,3.336,1.262,proximal,prox-sub-DYM34-8-sam-34-8-2
6201,5535.687,379.514,4.22576E+11,3.543,6.687,3.386,3.301,proximal,prox-sub-DYM34-8-sam-34-8-2
6202,81758.537,1092.792,2.60E+13,-63.306,6.493,5.552,0.941,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6203,36968.759,790.321,3.00E+13,-8.401,6.961,5.056,1.905,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6204,50038.939,783.935,1.04E+13,-1.643,6.51,5.572,0.938,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6205,25697.964,568.174,8.67068E+11,-13.393,5.736,5.08,0.656,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6206,7160.863,327.823,46874196943,11.247,6.157,5.454,0.703,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6207,11110.341,488.738,1.75E+12,-5.353,6.671,4.037,2.634,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6208,15786.449,435.462,3.36652E+11,47.412,5.39,4.684,0.705,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6209,15243.195,454.758,44425991540,79.543,5.451,5.224,0.227,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6210,26475.023,614.481,1.74E+12,88.895,5.675,4.943,0.732,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6211,37431.785,694.679,35844779644,81.427,5.627,5.568,0.059,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6212,24407.449,581.263,2.26E+12,-15.66,6.191,5.143,1.047,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6213,7949.383,314.215,1.0516E+11,-20.367,5.585,4.261,1.324,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6214,25993.659,546.002,75820739172,0.282,5.133,4.972,0.161,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6215,17952.587,488.066,1.80575E+11,7.128,5.802,5.44,0.362,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6216,13945.804,463.322,3.97162E+11,-84.023,5.847,4.968,0.879,proximal,prox-sub-DYM34-8-sam-34-8-3-left
6217,44189.22,757.228,6.42056E+11,82.189,5.929,5.745,0.184,proximal,prox-sub-DYM34-8-sam-34-8-3-left
