 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,8647.488,37.155,712.769,341.669,0.931,1.702,0.588,1.685,0,1,77265,41.454,69.783,358.291,1010.207,-597.686,-0.084,-0.044,-1.131,-1.191,-59.303,143242142950.057,0.018,3.105E-4,1.790E-8,2.596E-9,-2.826E-18,-2.117E-11,1.747E-17,5.823,1.511,4.312,61.849
2,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,32129.097,97.816,690.021,607.790,1.000,1.155,0.866,1.445,0,1,232560,93.102,103.201,4067.849,2127.842,-316.404,0.285,-0.376,-1.406,-0.882,-9.033,968397005031.768,0.027,7.699E-5,1.880E-6,3.552E-7,-2.129E-13,9.671E-10,1.972E-13,5.826,5.333,0.494,55.749
3,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,25323.800,291.932,715.044,610.786,0.853,1.857,0.538,1.189,0,1,224655,294.974,83.942,6664.522,1114.062,210.757,-0.113,-0.849,-1.691,-0.639,2.171,6.961E12,0.035,6.139E-4,4.126E-6,1.650E-6,4.350E-13,-1.297E-8,-4.282E-12,6.573,5.276,1.296,55.679
4,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,18132.126,445.860,718.077,458.371,1.000,1.479,0.676,1.463,0,1,171615,442.411,65.133,3082.056,1081.491,-513.130,0.132,-0.275,-1.543,-1.082,-13.579,867594040980.385,0.024,1.717E-4,1.097E-6,3.675E-7,-5.208E-14,3.221E-11,2.275E-13,5.904,5.032,0.872,54.444
5,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,23074.533,613.436,713.527,563.361,0.914,1.608,0.622,1.296,0,1,205275,613.482,72.783,4885.194,1217.109,-27.804,0.048,-0.427,-1.632,-1.224,-0.434,2.763E12,0.030,3.194E-4,4.682E-6,9.798E-7,-1.949E-12,-1.651E-8,7.780E-13,6.253,5.250,1.003,51.506
6,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,10991.049,730.209,712.011,383.764,0.938,1.373,0.728,1.326,0,1,99450,713.757,77.872,447.884,1195.776,544.118,1.202,-0.442,0.899,-1.096,62.249,173400974377.990,0.017,1.763E-4,2.272E-6,2.123E-7,-1.437E-13,-2.595E-9,-3.327E-14,5.578,3.979,1.599,55.474
7,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,12219.176,505.763,672.581,341.553,1.000,1.116,0.896,1.829,0,1,176460,510.402,103.483,1043.309,1228.161,78.058,-0.132,0.014,-1.332,-1.307,69.909,10330430394.516,0.013,1.880E-6,2.616E-7,1.152E-8,5.438E-16,9.193E-12,3.224E-16,4.512,4.358,0.154,36.396
8,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,38462.922,632.393,592.205,678.807,1.000,1.310,0.764,1.369,0,1,364650,627.640,181.573,5657.951,3566.106,41.404,0.147,-0.079,-1.427,-1.572,1.133,1.598E12,0.025,3.296E-5,4.889E-8,1.041E-7,4.279E-15,4.612E-10,6.074E-15,5.636,5.303,0.333,53.767
9,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,47151.807,419.321,570.215,768.364,1.000,1.142,0.876,1.278,0,1,429420,417.615,204.128,6432.735,5419.605,649.158,0.066,0.023,-1.563,-1.624,26.017,1.165E12,0.028,1.471E-5,2.437E-7,2.444E-8,-1.874E-15,-1.600E-11,2.189E-16,5.654,5.453,0.202,28.394
10,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,50229.025,207.765,577.798,776.942,1.000,1.517,0.659,1.498,0,1,436815,220.587,192.880,8340.406,3725.341,34.229,-0.193,-0.014,-1.449,-1.484,0.425,9.306E12,0.028,1.116E-4,2.400E-6,4.890E-8,-2.201E-15,1.514E-10,-1.661E-14,5.935,5.354,0.581,47.944
11,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,6159.035,755.232,572.490,377.330,0.544,3.962,0.252,1.174,0,1,110415,747.441,209.556,58.076,2870.857,115.625,1.445,-0.194,2.194,-1.437,87.650,879479044290.116,0.027,6.533E-4,1.089E-6,6.226E-7,5.008E-13,1.383E-8,-1.100E-13,6.383,3.507,2.876,77.217
12,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,8044.924,41.705,573.248,312.074,1.000,1.245,0.803,1.419,0,1,105315,52.313,198.278,429.824,1143.574,-48.177,-0.302,0.225,-1.158,-1.586,-86.156,54629386114.550,0.015,4.677E-5,1.423E-6,2.834E-7,-1.004E-13,-1.064E-9,-1.494E-13,5.125,4.412,0.713,23.380
13,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,46641.238,676.372,437.519,763.554,1.000,1.408,0.710,1.491,0,1,448035,684.937,330.820,3546.525,6597.655,-608.426,-0.271,0.304,-1.372,-1.284,-79.128,4.834E12,0.023,5.375E-5,7.129E-8,6.255E-7,-1.239E-13,4.573E-9,-4.576E-14,5.586,5.101,0.485,53.518
14,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,88241.174,134.971,389.748,994.624,1.000,1.239,0.807,1.706,0,1,498525,166.231,375.652,6548.249,11055.249,16.170,-0.468,0.007,-1.154,-1.383,89.794,1.013E13,0.035,8.174E-5,7.643E-6,3.411E-6,-1.304E-11,-2.951E-8,-1.154E-11,6.151,5.773,0.378,47.202
15,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,21795.809,592.205,469.366,490.389,1.000,1.444,0.692,1.667,0,1,252960,589.809,298.174,2971.646,1494.071,-111.405,0.094,0.194,-1.293,-1.433,-4.288,564826971560.677,0.018,3.489E-5,5.739E-7,3.874E-8,4.191E-15,4.793E-11,3.974E-15,5.238,4.736,0.502,56.342
16,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,21699.215,296.482,449.651,477.584,1.000,1.306,0.766,1.650,0,1,280245,291.910,325.075,2734.502,1667.296,13.987,0.204,0.134,-1.279,-1.481,0.751,319398346758.769,0.016,1.451E-5,2.476E-7,2.786E-8,-1.719E-15,-2.206E-11,-1.549E-15,4.967,4.610,0.357,51.202
17,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,5174.694,755.990,435.244,314.156,0.659,3.600,0.278,1.496,0,1,83130,750.901,336.502,93.933,1991.806,262.038,0.469,-0.149,-1.008,-1.385,82.282,322259833903.913,0.025,5.610E-4,1.518E-6,3.671E-7,1.619E-13,4.425E-10,-2.212E-13,6.288,3.730,2.559,73.176
18,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,6552.312,439.035,454.201,300.462,0.912,2.081,0.481,1.227,0,1,99960,448.266,321.141,1524.511,472.924,107.332,-0.381,0.043,-1.368,-1.753,5.769,115145459104.820,0.020,1.153E-4,6.533E-7,6.721E-7,4.365E-13,6.931E-9,8.828E-14,5.621,4.755,0.866,62.705
19,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,18713.992,530.027,379.891,475.618,1.000,1.304,0.767,1.324,0,1,203745,532.656,393.409,1759.215,2831.184,382.464,-0.130,0.141,-1.478,-1.569,72.245,353341373170.412,0.023,4.178E-5,2.826E-7,1.175E-7,-7.672E-15,-6.171E-10,-2.000E-14,5.538,5.112,0.426,34.092
20,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,40348.810,370.033,328.329,668.209,1.000,1.054,0.949,1.424,0,1,328440,368.085,443.984,4852.129,3896.230,477.618,0.113,-0.083,-1.359,-1.389,22.490,599804229555.479,0.027,1.693E-5,1.654E-7,1.611E-7,2.230E-14,-4.432E-10,1.391E-14,5.623,5.398,0.225,29.343
21,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,81008.102,135.729,246.436,961.996,1.000,1.124,0.889,1.659,0,1,505920,162.297,544.314,5925.343,9957.306,-2171.543,-0.394,-0.109,-1.030,-1.448,-66.436,1.777E13,0.031,1.372E-4,1.840E-6,1.858E-7,-1.083E-13,-6.215E-10,8.293E-15,6.110,5.544,0.566,62.645
22,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,20673.476,707.461,285.866,471.455,1.000,1.135,0.881,1.688,0,1,197115,707.577,495.088,1611.126,1930.793,55.221,-0.030,-0.009,-1.318,-1.376,80.470,22546945540.501,0.018,2.944E-6,2.539E-6,2.562E-7,-7.187E-14,-4.206E-10,-1.937E-13,4.979,4.841,0.138,31.853
23,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,41287.155,274.492,221.413,669.681,1.000,1.030,0.971,1.697,0,1,358020,277.981,572.365,3945.780,4301.588,-716.118,0.018,-0.268,-1.366,-1.399,-51.976,779731114680.288,0.023,1.699E-5,2.235E-6,1.114E-9,3.250E-17,4.581E-12,4.510E-17,5.443,5.182,0.261,35.259
24,MAX_File_159_3-11-11_WT_MidDistal_CD31-r_Hu-b_CalR-g.lif - Series013_ProjMax001_AdjustClr001-watershed-lines.tif,133594.487,523.203,160.752,1246.126,1.000,1.292,0.774,1.360,0,1,635715,525.340,574.122,22332.049,9579.827,-1509.070,-0.069,0.433,-1.649,-1.184,-6.658,1.092E14,0.050,4.249E-4,5.170E-6,3.233E-6,-1.308E-11,-5.545E-8,1.922E-12,6.826,6.196,0.630,45.074
