 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
28,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,20833.333,467.424,806.818,501.634,1.000,1.613,0.620,1.389,0,1,217005,468.558,743.264,1508.046,3666.781,71.928,-0.023,-0.131,-1.604,-1.437,88.094,1.016E12,0.024,9.940E-5,1.570E-8,1.457E-7,3.970E-15,1.410E-9,-5.728E-15,5.760,5.117,0.643,54.563
29,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,124049.587,1017.424,650.000,1295.442,0.929,1.848,0.541,1.610,0,1,860370,1008.704,912.588,7297.317,23676.233,1525.612,0.103,-0.111,-1.489,-1.439,84.724,2.388E14,0.036,3.750E-4,9.672E-7,1.513E-7,5.746E-14,2.925E-9,-7.107E-15,6.471,5.604,0.867,69.234
30,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,17201.561,1276.515,773.485,486.787,0.912,2.153,0.465,1.445,0,1,226695,1276.885,778.659,916.900,3838.745,73.648,-0.144,0.005,-1.491,-1.402,88.557,1.940E12,0.021,1.665E-4,4.320E-8,1.409E-8,-3.434E-16,-1.808E-10,-5.477E-17,5.763,4.728,1.035,66.623
31,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,143719.008,627.273,596.970,1330.729,1.000,1.270,0.787,1.486,0,1,961860,632.834,954.697,12903.603,20934.181,-1549.998,-0.037,0.046,-1.557,-1.489,-79.446,7.127E13,0.035,8.009E-5,2.272E-7,7.290E-8,-1.646E-15,-3.607E-11,-9.237E-15,6.144,5.768,0.375,56.056
32,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,61193.756,1184.848,636.364,890.894,0.969,1.441,0.694,1.402,0,1,462825,1190.270,906.868,4653.096,10007.597,1350.193,-0.120,0.147,-1.599,-1.374,76.619,1.664E13,0.032,1.679E-4,2.549E-7,2.286E-7,2.922E-14,1.495E-9,-4.680E-14,6.160,5.533,0.627,60.757
33,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,9887.511,761.364,715.909,323.150,1.000,1.237,0.808,1.406,0,1,153765,760.803,838.541,889.083,1436.556,-0.415,-0.088,-0.264,-1.553,-1.522,-89.957,46087639865.271,0.015,1.268E-5,4.187E-8,7.593E-8,3.929E-15,2.135E-10,1.701E-15,4.904,4.558,0.346,33.020
34,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,44765.840,881.061,631.818,710.305,1.000,1.248,0.801,1.596,0,1,430440,872.489,922.985,3600.631,6347.326,857.975,0.181,-0.033,-1.399,-1.501,74.003,4.515E12,0.023,5.661E-5,1.820E-7,1.330E-8,6.515E-16,-2.860E-11,-5.659E-17,5.617,5.130,0.487,55.912
35,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,59497.245,135.606,588.636,878.316,0.969,1.025,0.975,1.361,0,1,510255,131.266,960.251,6967.740,7155.718,450.532,0.075,-0.051,-1.624,-1.569,50.892,432315051801.776,0.028,3.254E-6,9.871E-8,1.345E-8,-4.806E-16,-1.705E-11,-9.673E-17,5.562,5.468,0.094,45.874
36,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,11083.563,27.273,600.000,488.068,0.585,4.176,0.239,1.556,0,1,158610,32.661,939.085,134.445,5208.426,416.031,-0.141,0.190,-0.840,-1.371,85.344,4.193E12,0.034,0.001,1.604E-6,1.310E-6,1.897E-12,3.721E-8,-8.711E-14,6.727,3.875,2.852,78.491
37,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,35734.619,1325.758,555.303,691.781,0.938,2.105,0.475,1.732,0,1,357510,1327.858,1004.335,1653.425,7097.377,1040.031,-0.135,-0.241,-1.248,-1.129,79.544,1.214E13,0.024,2.657E-4,8.090E-7,3.723E-7,2.020E-13,5.460E-9,3.052E-14,6.030,4.871,1.159,72.000
