 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,90798.998,110.539,2768.776,1163.740,0.843,1.910,0.524,1.344,0,1,350880,135.615,294.890,2835.126,11957.529,-3917.502,-0.408,-0.635,-0.395,-1.025,-69.671,5.074E13,0.042,0.001,4.357E-5,1.872E-5,5.342E-10,6.410E-7,-1.769E-11,6.936,5.298,1.638,62.280
2,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,97916.172,221.835,2771.048,1239.641,0.801,1.732,0.577,1.362,0,1,570435,230.929,252.103,6593.675,16733.786,-2689.517,-0.047,-0.381,-1.513,-1.233,-76.028,7.516E13,0.041,4.049E-4,9.439E-6,3.263E-6,1.751E-11,6.528E-8,-4.611E-12,6.611,5.834,0.777,65.350
3,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,134359.588,419.443,2709.721,1435.033,0.820,2.127,0.470,1.282,0,1,682890,426.410,291.284,8128.721,25052.398,658.247,-0.064,-0.117,-1.749,-1.238,87.776,1.968E14,0.049,6.179E-4,4.608E-7,1.066E-6,4.287E-13,2.547E-8,6.122E-13,6.879,6.064,0.815,66.388
4,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,151735.215,778.316,2843.731,1543.564,0.800,2.136,0.468,1.566,0,1,712215,784.107,170.170,33314.770,5115.424,-3917.024,-0.167,-0.293,-1.380,-1.072,-7.763,6.101E14,0.054,0.002,9.346E-6,1.883E-6,5.074E-12,3.959E-8,-6.050E-12,7.251,5.808,1.443,67.025
5,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,97090.727,1100.848,2857.359,1174.915,0.884,1.696,0.590,1.408,0,1,492660,1083.151,127.432,17561.129,4598.267,-3905.723,0.259,0.180,-1.212,-0.925,-15.537,1.128E14,0.045,9.437E-4,1.024E-5,1.756E-6,7.442E-12,5.087E-8,-2.249E-13,6.922,5.718,1.204,67.194
6,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,309321.920,1505.148,2802.090,2441.901,0.652,2.528,0.396,1.313,0,1,999600,1433.315,219.605,69278.361,8483.690,-662.777,0.223,-0.403,-1.313,-1.206,-0.625,3.696E15,0.078,0.004,4.597E-5,1.781E-5,3.922E-10,6.496E-7,3.257E-10,7.795,6.280,1.516,69.773
7,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,138908.710,2279.679,2872.502,1619.023,0.666,3.181,0.314,1.441,0,1,550545,2264.229,120.336,43194.020,2967.822,-2033.990,0.011,-0.303,-1.235,-1.098,-2.887,9.000E14,0.084,0.005,1.215E-4,1.500E-5,-5.385E-10,-1.003E-6,3.467E-10,7.977,6.019,1.959,72.516
8,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,106592.521,2684.737,2751.363,1245.241,0.864,1.910,0.523,1.381,0,1,617100,2681.223,242.057,6514.897,18808.869,-1388.832,0.113,-0.076,-1.655,-1.224,-83.634,9.803E13,0.041,4.172E-4,1.918E-6,6.886E-7,1.449E-13,1.031E-8,-7.779E-13,6.622,5.834,0.788,68.609
9,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,120184.856,2922.471,2770.291,1169.693,1.000,1.422,0.703,1.897,0,1,812685,2930.967,218.741,9049.042,14511.337,1573.536,-0.076,-0.048,-1.377,-1.228,75.026,3.230E13,0.029,6.017E-5,7.337E-7,1.313E-7,-3.317E-15,5.604E-10,4.061E-14,5.880,5.484,0.396,71.959
10,MAX_File_114_10-03-2019_DYM_13_8_Chat_YFP_Mid4_GFP-g_CalB-b_SP-r.l...1_Merging001_ProjMax001_AdjustClr001_AdjustClr001_AdjustClr001-watershed-lines.tif,43656.892,3001.211,2870.987,693.047,1.000,1.029,0.971,1.777,0,1,295800,3008.357,120.068,3579.730,3820.773,1646.595,-0.245,-0.160,-1.231,-1.235,47.093,3.225E12,0.025,1.246E-4,3.312E-7,2.588E-7,-5.260E-14,2.731E-9,-5.454E-14,5.857,5.165,0.692,65.944
