 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
161,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,37775.568,1329.699,320.309,630.280,1.000,1.107,0.904,1.580,0,1,317730,1323.919,2634.388,3378.028,4507.055,555.291,0.078,-0.181,-1.406,-1.370,67.736,796897454513.987,0.025,2.484E-5,1.197E-6,1.363E-7,3.880E-14,5.709E-10,3.904E-14,5.577,5.284,0.294,46.291
162,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,65798.755,1159.322,286.234,842.278,1.000,1.080,0.926,1.543,0,1,459000,1167.887,2655.596,6352.593,7584.104,-441.341,-0.162,0.046,-1.463,-1.470,-72.185,1.054E12,0.030,1.090E-5,7.788E-7,7.940E-9,5.774E-16,-2.212E-11,2.375E-16,5.753,5.596,0.157,27.878
163,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,49349.066,2774.496,277.904,698.360,1.000,1.235,0.810,1.748,0,1,378165,2776.990,2663.762,3661.148,5588.042,473.621,-0.025,0.100,-1.357,-1.312,76.911,1.743E12,0.024,3.224E-5,4.938E-7,3.916E-10,-4.074E-18,-2.200E-12,3.612E-18,5.593,5.252,0.341,43.408
164,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,93358.635,1656.823,239.285,1061.437,1.000,1.104,0.906,1.469,0,1,573495,1662.972,2714.822,8103.548,11191.507,450.948,-0.046,1.172E-4,-1.514,-1.446,81.859,5.935E12,0.034,3.147E-5,3.332E-7,8.767E-9,-8.273E-17,-4.274E-11,-4.665E-16,5.975,5.732,0.243,43.667
165,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,27046.114,2529.153,325.610,534.026,1.000,1.523,0.657,1.759,0,1,275145,2529.693,2620.023,3821.103,1606.943,-783.008,-0.059,0.157,-1.291,-1.391,-17.635,2.024E12,0.020,9.715E-5,2.048E-7,9.486E-9,3.891E-16,-1.288E-11,-1.530E-16,5.567,4.775,0.792,62.359
166,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,138221.423,355.142,187.793,1264.654,1.000,1.021,0.980,1.322,0,1,747150,349.772,2754.189,17619.294,16455.064,1353.942,0.009,0.049,-1.624,-1.638,33.368,6.491E12,0.046,1.556E-5,1.495E-7,7.643E-9,1.802E-16,6.039E-15,1.851E-16,6.311,6.186,0.125,14.204
167,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,116760.221,2334.545,180.978,1175.739,1.000,1.122,0.891,1.555,0,1,627300,2332.487,2741.424,9340.000,12317.820,-4515.756,-0.020,0.271,-1.120,-1.186,-54.124,5.673E13,0.035,2.298E-4,3.108E-6,1.990E-7,9.952E-14,2.585E-9,-1.208E-13,6.315,5.635,0.680,50.575
168,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,92076.514,680.751,218.840,1013.342,1.000,1.173,0.853,1.456,0,1,602310,677.663,2721.647,12167.295,8537.868,-513.484,-0.037,0.026,-1.480,-1.549,-7.900,8.569E12,0.034,3.922E-5,3.610E-7,5.998E-8,8.660E-15,6.070E-11,1.705E-15,6.025,5.759,0.266,40.048
169,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,192965.033,2605.634,172.649,1784.096,0.762,1.618,0.618,1.267,0,1,631380,2609.555,2701.006,31581.102,3859.315,-1679.958,-0.012,0.279,-1.404,-0.848,-3.455,4.923E14,0.056,0.002,1.300E-5,2.044E-6,-5.356E-13,-5.488E-8,1.052E-11,7.329,5.791,1.538,56.597
170,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,76606.192,1456.914,173.406,952.790,1.000,1.198,0.835,1.388,0,1,508725,1448.664,2785.892,9698.603,7821.433,-101.497,0.124,-0.081,-1.447,-1.538,-3.086,1.814E12,0.034,1.377E-5,9.807E-7,1.176E-7,3.810E-14,3.256E-10,1.199E-14,5.934,5.778,0.156,31.038
171,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,117661.606,901.106,165.834,1247.063,0.951,1.754,0.570,1.481,0,1,699210,905.432,2798.719,19461.546,8029.669,-2515.437,0.073,-0.278,-1.277,-1.506,-11.877,1.091E14,0.039,3.191E-4,5.128E-6,3.143E-7,3.976E-13,1.879E-10,-3.435E-14,6.518,5.810,0.707,57.797
172,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,33257.179,2089.959,177.949,628.684,1.000,1.078,0.928,1.382,0,1,301665,2093.003,2763.811,3622.687,4076.498,-305.140,0.024,0.150,-1.474,-1.550,-63.317,174478974806.569,0.026,6.356E-6,1.251E-6,6.613E-8,-1.272E-14,-1.096E-10,-1.414E-14,5.490,5.347,0.143,13.307
173,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,33812.230,1970.317,167.348,640.432,1.000,1.077,0.929,1.406,0,1,314670,1972.240,2783.562,4005.104,3874.011,-185.696,-0.186,-0.009,-1.595,-1.492,-35.279,48810679382.726,0.025,1.567E-6,1.010E-6,5.481E-8,-1.075E-14,3.923E-11,7.129E-15,5.397,5.324,0.072,44.544
174,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,39715.952,1235.802,131.001,676.538,1.000,1.265,0.791,1.407,0,1,354960,1237.611,2822.757,5615.815,3881.944,-349.659,-0.057,0.039,-1.458,-1.511,-10.983,1.241E12,0.027,2.774E-5,6.572E-7,4.594E-8,4.470E-15,-2.251E-10,-6.614E-15,5.681,5.393,0.288,38.925
175,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,32339.740,587.612,71.180,622.841,1.000,1.596,0.627,1.379,0,1,251940,596.708,2865.294,6876.712,1569.158,121.724,-0.220,0.293,-1.644,-1.120,1.313,7.112E12,0.034,4.447E-4,5.860E-6,2.343E-6,6.558E-12,6.314E-9,5.686E-12,6.451,5.384,1.067,48.078
176,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,196928.372,1490.232,61.336,3522.748,0.199,13.086,0.076,1.222,0,1,1134750,1467.614,2876.116,231316.396,724.355,-4945.297,0.058,0.041,-1.175,-0.667,-1.228,6.045E16,0.204,0.041,3.026E-5,2.962E-5,8.869E-10,5.852E-6,2.368E-13,9.352,5.078,4.274,86.635
177,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,10445.048,199.152,34.833,370.884,0.954,2.152,0.465,1.543,0,1,111180,202.889,2907.078,2374.109,348.144,-305.411,0.005,0.207,-1.463,-1.119,-8.389,497823736037.789,0.024,3.622E-4,5.384E-6,6.709E-7,-1.163E-12,-1.128E-8,5.224E-13,6.124,4.625,1.498,59.117
178,MAX_File_146_02-14-20_DYM_8_6_Mid_Chat-g_CalB-r_CalR-b.lif - TileScan_001_Merging001_ProjMax001-watershed-lines.tif,9536.783,424.807,31.804,374.584,0.854,2.357,0.424,1.756,0,1,115770,431.822,2912.930,2100.015,225.814,-369.555,-0.221,0.086,-1.291,-0.884,-10.761,469900069715.332,0.020,3.028E-4,2.741E-6,6.262E-7,4.702E-13,4.595E-9,6.722E-13,5.909,4.008,1.901,69.163
