 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,362104.165,1032.107,1459.942,4811.028,0.197,11.733,0.085,1.127,0,1,1920150,1109.930,110.196,360237.660,1317.059,-5690.685,-0.191,0.051,-1.205,-0.871,-0.908,2.476E17,0.188,0.035,2.534E-4,2.354E-4,5.749E-8,4.402E-5,6.034E-11,9.232,5.133,4.099,86.601
2,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,9289.074,2130.850,1513.706,366.689,0.868,2.000,0.500,1.224,0,1,113985,2131.546,48.891,2688.545,297.613,194.489,-0.011,-0.972,-1.691,0.103,4.620,668848020364.672,0.026,4.516E-4,2.313E-6,4.697E-7,7.725E-14,-5.372E-9,-4.835E-13,6.248,4.617,1.631,59.737
3,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,27936.030,2273.966,1459.942,632.321,0.878,1.105,0.905,1.138,0,1,219555,2277.715,102.386,3886.700,2948.969,131.139,-0.122,-0.202,-1.797,-1.239,7.813,208166621909.701,0.031,1.967E-5,2.344E-6,8.049E-7,-1.098E-12,-2.850E-9,-1.338E-13,5.833,5.626,0.207,41.866
4,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,20917.619,2427.684,1475.844,508.440,1.000,1.011,0.990,1.400,0,1,190230,2430.870,89.057,2509.506,1398.830,59.357,0.070,-0.340,-1.589,-1.096,3.050,237348654706.264,0.021,3.448E-5,2.865E-6,6.362E-7,-5.331E-13,-3.449E-9,-6.736E-13,5.403,4.979,0.424,20.697
5,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,43633.419,2577.616,1423.595,722.124,1.000,1.414,0.707,1.575,0,1,316965,2595.039,129.103,3679.506,5329.672,1355.322,-0.517,-0.091,-1.263,-1.145,60.666,3.192E12,0.028,1.002E-4,3.823E-6,7.516E-7,-8.584E-13,7.524E-9,-9.415E-13,5.944,5.414,0.531,59.806
6,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,14642.333,2683.629,1484.174,411.362,1.000,1.105,0.905,1.609,0,1,209355,2686.221,71.345,1483.690,1553.008,356.382,-0.122,0.026,-1.496,-1.309,47.777,107365247093.230,0.015,1.170E-5,9.062E-9,1.640E-8,-2.000E-16,-1.610E-11,2.731E-18,4.844,4.497,0.347,58.273
7,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,6160.606,2723.762,1522.035,281.055,0.980,2.324,0.430,1.874,0,1,88740,2723.666,29.145,1267.534,180.207,-16.086,0.006,-0.029,-1.294,-1.122,-0.847,105007244953.467,0.016,1.503E-4,2.441E-6,2.751E-7,-2.248E-13,-3.362E-9,1.594E-14,5.517,4.108,1.408,61.837
8,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,117560.687,2762.381,1096.471,2092.831,0.337,6.930,0.144,1.284,0,1,774435,2749.577,466.022,976.066,82281.473,379.204,0.186,-0.024,-1.064,-1.368,89.733,5.120E15,0.108,0.011,2.846E-6,8.210E-7,9.856E-13,4.223E-8,-7.770E-13,8.411,5.211,3.200,82.947
9,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,10133.118,2369.378,1458.428,363.204,0.965,2.000,0.500,1.663,0,1,152490,2366.962,93.514,463.660,1898.737,266.150,0.075,-0.173,-1.357,-1.219,79.825,357251741950.870,0.015,1.008E-4,2.676E-7,3.410E-8,2.612E-15,3.119E-10,1.947E-15,5.354,4.241,1.113,72.628
10,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,23968.105,2172.497,1422.081,539.223,1.000,1.158,0.864,1.391,0,1,277440,2166.359,136.600,2318.236,3165.006,150.175,0.021,-0.196,-1.458,-1.522,80.235,223957660950.220,0.020,1.049E-5,7.915E-7,5.786E-10,7.185E-18,1.098E-12,-1.009E-17,5.204,4.965,0.239,45.296
11,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,62973.042,2006.664,1346.358,846.929,1.000,1.576,0.635,1.478,0,1,517650,2010.952,198.642,4599.234,12012.852,510.862,0.119,0.023,-1.518,-1.483,86.077,2.899E13,0.032,2.090E-4,1.653E-6,1.022E-7,-3.864E-14,1.283E-9,1.650E-14,6.221,5.521,0.700,53.409
12,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,33908.561,1752.234,1400.878,623.728,1.000,1.179,0.848,1.342,0,1,304470,1758.985,156.412,3725.507,4547.875,-253.537,-0.001,-0.130,-1.712,-1.502,-74.171,284196169065.682,0.027,1.007E-5,7.900E-7,2.311E-7,9.828E-14,5.518E-10,-9.329E-15,5.604,5.434,0.169,42.093
13,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,16307.486,1885.507,1439.497,417.850,1.000,1.139,0.878,1.408,0,1,191505,1881.245,112.227,2228.595,1634.556,-157.836,0.016,-0.117,-1.636,-1.411,-13.993,86661970942.290,0.020,1.234E-5,7.846E-7,1.682E-7,-4.801E-14,-5.757E-10,-3.783E-14,5.246,4.992,0.254,34.584
14,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,16181.338,1322.884,1421.324,427.609,1.000,1.024,0.976,1.383,0,1,215985,1314.591,133.857,1654.649,1944.793,-65.367,0.294,-0.309,-1.229,-1.449,-77.872,21873732134.812,0.017,2.171E-6,4.635E-9,2.035E-7,5.174E-15,1.750E-10,-3.502E-15,4.861,4.733,0.128,38.848
15,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,41243.489,851.128,1389.520,744.061,0.936,1.459,0.685,1.260,0,1,347055,848.356,155.373,6882.871,3715.691,-734.384,0.065,0.017,-1.371,-1.729,-12.440,4.230E12,0.031,1.012E-4,1.808E-7,1.077E-8,4.634E-16,9.628E-11,-1.064E-16,6.023,5.530,0.494,55.126
16,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,18956.592,1197.183,1407.693,489.012,0.996,1.092,0.916,1.251,0,1,223380,1195.449,141.528,2961.016,2157.634,-120.422,0.010,-0.062,-1.679,-1.612,-8.344,157131882154.335,0.023,1.410E-5,4.524E-7,7.550E-8,9.765E-15,-2.066E-10,-9.967E-15,5.417,5.179,0.239,32.940
17,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,26743.359,1052.552,1387.248,604.631,0.919,1.038,0.964,1.198,0,1,271320,1052.589,174.209,3822.880,3176.041,382.661,0.039,-0.475,-1.683,-1.296,24.898,272436998282.337,0.026,1.364E-5,5.134E-7,5.704E-7,2.295E-13,-6.563E-10,-2.064E-13,5.562,5.354,0.208,29.116
18,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,132414.032,1456.914,1241.103,1254.375,1.000,1.387,0.721,1.514,0,1,920550,1453.237,323.746,10595.868,20788.667,-656.570,0.147,-0.183,-1.432,-1.524,-86.330,9.723E13,0.034,1.246E-4,3.164E-7,4.557E-7,7.398E-14,4.496E-9,-1.564E-13,6.180,5.690,0.490,56.721
19,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,20374.036,173.406,1344.086,536.650,0.889,2.238,0.447,1.323,0,1,198390,179.187,211.172,1190.443,5602.312,368.143,-0.224,-0.354,-1.545,-1.479,85.263,3.969E12,0.034,5.083E-4,1.751E-6,3.802E-6,8.395E-12,8.028E-8,5.075E-12,6.508,5.368,1.140,61.831
20,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,53112.862,280.933,1262.305,912.274,0.802,2.677,0.373,1.318,0,1,499290,280.173,297.729,2873.705,15215.624,537.559,0.014,-0.195,-1.775,-1.436,87.511,7.663E13,0.036,6.157E-4,6.627E-7,1.289E-6,1.180E-12,3.189E-8,-1.587E-13,6.612,5.403,1.209,68.953
21,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,33991.131,633.046,1355.444,684.611,0.911,1.140,0.877,1.247,0,1,338895,640.924,200.606,5263.959,3754.593,-241.247,-0.095,-0.234,-1.655,-1.567,-8.864,850960374839.165,0.027,2.186E-5,1.301E-7,2.183E-7,-3.649E-14,-9.560E-10,-4.559E-15,5.648,5.391,0.256,33.701
22,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,78269.051,2529.911,1292.594,974.333,1.000,1.114,0.897,1.535,0,1,667335,2522.011,261.716,8025.109,8528.554,-20.675,0.254,-0.071,-1.395,-1.269,-87.652,170281396305.519,0.025,5.730E-7,1.597E-7,1.434E-7,8.405E-15,-4.448E-11,2.000E-14,5.356,5.312,0.044,61.676
23,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,87998.496,112.828,1239.588,1068.865,0.968,1.776,0.563,1.430,0,1,545190,144.413,306.681,3917.144,17761.901,-959.429,-0.414,0.027,-0.795,-1.422,-86.055,1.065E14,0.040,6.573E-4,1.438E-5,2.553E-6,-1.540E-11,-6.326E-8,-1.374E-12,6.711,5.606,1.105,56.844
24,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,44367.370,460.397,1343.329,739.715,1.000,1.258,0.795,1.337,0,1,351390,456.669,209.870,6886.709,4167.175,-515.952,-0.014,-0.051,-1.583,-1.541,-10.389,2.973E12,0.031,6.852E-5,9.282E-7,5.863E-8,-9.314E-15,-3.071E-10,1.002E-14,5.992,5.604,0.389,40.449
25,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,41167.800,2717.704,1275.935,802.587,0.803,2.075,0.482,1.171,0,1,356490,2712.619,273.220,3055.193,9760.935,242.077,0.277,-0.092,-1.726,-1.486,87.935,1.611E13,0.036,3.557E-4,2.787E-7,2.739E-7,-2.222E-14,1.176E-10,-7.234E-14,6.456,5.616,0.841,64.265
26,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,42385.701,1918.825,1272.149,712.213,1.000,1.283,0.779,1.483,0,1,377400,1905.469,281.034,3552.275,6002.642,797.189,0.195,-0.186,-1.449,-1.523,73.475,3.225E12,0.025,6.000E-5,2.478E-6,9.535E-8,1.542E-14,4.423E-10,4.370E-14,5.727,5.271,0.456,45.356
27,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,41410.922,1210.813,1266.848,717.321,1.000,1.365,0.732,1.417,0,1,405705,1209.047,278.268,4057.180,5528.553,-456.297,0.026,-0.032,-1.565,-1.450,-74.096,1.216E12,0.024,1.821E-5,3.155E-7,5.384E-8,5.283E-16,7.738E-11,-6.997E-15,5.482,5.219,0.263,44.120
28,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,20594.221,1654.551,1291.080,522.760,0.947,1.685,0.593,1.278,0,1,255510,1655.938,266.716,1579.312,4225.348,-155.352,-0.107,-0.355,-1.624,-1.414,-86.651,1.814E12,0.023,1.087E-4,7.210E-7,5.681E-7,3.458E-13,5.113E-9,1.123E-13,5.731,5.015,0.716,54.019
29,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,71835.507,2323.944,1208.542,995.005,0.912,1.719,0.582,1.254,0,1,538305,2330.435,337.094,5826.724,14846.050,1673.723,-0.123,0.022,-1.665,-1.531,79.819,4.982E13,0.038,3.194E-4,5.790E-7,8.279E-9,-2.765E-16,1.097E-10,-5.021E-16,6.494,5.767,0.727,56.254
30,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,24699.763,2163.411,1277.450,561.312,0.985,1.360,0.736,1.365,0,1,277185,2170.462,270.280,2214.104,3723.985,889.058,-0.125,0.042,-1.488,-1.556,65.168,1.508E12,0.021,7.082E-5,2.845E-7,1.274E-8,2.687E-16,8.931E-11,-7.179E-16,5.579,4.980,0.599,45.488
31,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,23151.584,920.794,1289.565,524.750,1.000,1.051,0.951,1.355,0,1,234600,924.822,261.619,2745.322,2835.095,-524.896,-0.094,0.167,-1.520,-1.495,-47.444,260434422736.310,0.024,2.017E-5,2.016E-7,1.579E-7,-2.475E-14,2.213E-10,-1.343E-14,5.502,5.226,0.276,36.993
32,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,38147.131,1352.416,1208.542,769.852,0.809,2.357,0.424,1.309,0,1,396780,1348.224,345.102,2214.256,9591.742,856.564,0.249,-0.075,-1.582,-1.402,83.464,2.276E13,0.030,3.644E-4,5.140E-7,6.995E-8,1.283E-14,1.275E-9,-3.369E-15,6.290,5.193,1.098,67.882
33,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,25582.798,787.521,1227.472,598.636,0.897,1.833,0.545,1.323,0,1,264435,789.557,331.515,1704.606,5265.325,229.898,0.124,-0.284,-1.513,-1.395,86.321,3.409E12,0.026,1.843E-4,5.513E-7,6.704E-7,3.870E-13,8.706E-9,-1.279E-13,6.000,5.178,0.822,60.609
34,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,24266.273,1063.153,1245.646,543.811,1.000,1.250,0.800,1.409,0,1,271320,1059.464,296.811,2373.167,3096.000,-715.021,0.118,0.010,-1.478,-1.432,-58.407,696615432482.165,0.020,3.488E-5,3.305E-7,1.135E-8,-8.333E-17,6.107E-12,-6.902E-16,5.384,4.949,0.435,41.912
35,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,14305.174,2451.159,1254.733,413.352,1.000,1.571,0.636,1.355,0,1,183600,2448.639,299.323,1018.099,2767.470,346.067,0.138,-0.098,-1.554,-1.562,79.207,649824332803.287,0.021,1.050E-4,1.302E-7,9.500E-8,9.063E-15,-1.809E-10,-5.432E-15,5.628,4.841,0.787,55.583
36,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,21289.182,1773.436,1259.276,543.595,0.905,1.121,0.892,1.372,0,1,280245,1775.405,286.412,2644.676,1926.630,302.688,-0.215,0.033,-1.517,-1.614,20.067,247195595998.194,0.016,1.123E-5,1.196E-7,2.477E-8,1.005E-15,2.077E-11,8.982E-16,4.977,4.677,0.301,48.067
37,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,27908.507,679.994,1207.784,573.948,1.000,1.125,0.889,1.325,0,1,270555,681.481,341.763,3068.266,3599.775,24.035,-0.057,0.032,-1.646,-1.486,87.416,77057551717.443,0.025,3.891E-6,5.890E-9,1.253E-8,-1.571E-17,9.859E-13,1.065E-16,5.414,5.299,0.116,35.220
38,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,47780.245,542.178,1143.420,820.482,0.892,1.661,0.602,1.204,0,1,391170,546.313,411.800,4297.777,10114.604,-224.987,-0.105,-0.057,-1.723,-1.525,-87.788,1.331E13,0.037,2.225E-4,6.791E-7,1.423E-8,1.393E-15,1.987E-10,1.326E-16,6.374,5.754,0.619,55.041
39,MAX_File_153_02-17-20_DYM_8_6_Chat-g_CalB-r_CalR-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,27752.542,2103.589,1171.437,524.787,1.000,1.210,0.826,1.506,0,1,260865,2102.708,380.359,2518.302,3342.059,-24.860,0.021,0.003,-1.561,-1.394,-88.273,177661444027.235,0.022,1.001E-5,3.225E-8,5.003E-9,-3.203E-17,1.131E-11,-5.489E-17,5.360,5.155,0.205,39.119
