 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
1,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,282959.137,402.273,1320.455,2507.222,0.566,2.270,0.440,1.645,0,1,1898220,455.727,195.714,43958.208,10984.255,-4090.819,-0.001,-0.007,-1.123,-1.294,-6.968,2.191E15,0.029,3.203E-4,1.463E-7,1.633E-8,7.555E-16,3.101E-11,2.573E-16,6.230,5.188,1.042,67.647
2,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,38489.440,846.970,1420.455,712.410,0.953,1.644,0.608,1.252,0,1,298605,848.857,95.793,8251.826,2428.442,433.513,0.081,-0.543,-1.626,-1.213,4.234,1.035E13,0.036,3.888E-4,1.776E-6,9.617E-7,-1.100E-12,-1.678E-8,6.081E-13,6.474,5.579,0.895,54.448
3,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,5950.413,1028.788,1476.515,333.675,0.672,3.556,0.281,1.604,0,1,93840,1026.565,25.795,2041.846,105.974,-148.728,0.016,-0.242,-1.338,-1.034,-4.368,359977841140.578,0.023,4.356E-4,2.052E-6,2.397E-7,-1.665E-13,-4.789E-9,2.253E-14,6.132,3.912,2.220,74.182
4,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,28282.828,1075.758,1436.364,635.424,0.880,1.925,0.519,1.353,0,1,279735,1067.901,67.475,6067.559,1474.879,493.198,0.165,-0.009,-1.300,-1.560,6.061,6.173E12,0.027,2.820E-4,4.766E-7,2.307E-7,7.599E-14,3.542E-9,8.619E-15,6.131,5.079,1.053,66.709
5,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,15220.386,1260.606,1447.727,479.345,0.832,1.569,0.637,1.143,0,1,135405,1273.411,61.869,3461.618,948.822,160.796,-0.498,-0.323,-1.520,-1.381,3.647,868970289249.276,0.033,3.500E-4,4.346E-6,6.666E-6,3.573E-11,1.049E-7,3.247E-12,6.360,5.417,0.944,48.565
6,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,109696.970,1392.424,1222.727,1553.186,0.571,2.742,0.365,1.132,0,1,501330,1347.316,315.786,2910.665,30364.380,3726.430,1.211,-0.263,0.187,-1.437,82.406,4.057E14,0.066,0.003,5.676E-5,1.005E-5,1.049E-10,2.039E-7,-2.160E-10,7.624,5.786,1.838,67.868
7,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,37396.694,621.970,1387.879,699.160,0.961,2.011,0.497,1.437,0,1,334305,637.790,108.989,8011.744,2362.085,942.228,-0.252,-0.057,-1.423,-1.540,9.223,1.186E13,0.031,3.174E-4,3.102E-6,8.616E-7,1.032E-12,1.201E-8,-9.586E-13,6.290,5.347,0.943,64.465
8,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,33367.769,258.333,1379.545,695.395,0.867,1.611,0.621,1.195,0,1,361335,254.589,116.043,6007.132,2865.675,-77.707,0.051,0.043,-1.474,-1.669,-1.416,3.575E12,0.025,7.577E-5,7.504E-8,1.279E-8,3.963E-16,8.456E-11,8.436E-18,5.736,5.201,0.535,52.638
9,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,61239.669,503.030,1337.879,869.325,1.000,2.053,0.487,1.618,0,1,514335,489.096,170.198,11773.464,2884.231,1080.141,0.152,-0.166,-1.318,-1.433,6.830,4.304E13,0.028,3.163E-4,1.418E-6,1.727E-7,7.683E-14,2.688E-9,-3.746E-14,6.213,5.157,1.056,65.749
10,MAX_File_95_01-30-2019_DYM_3_6_Chat_3BYFP_of_9-19-18_6_Ds_GFP-g_CalB_d28-m_Enk-r_Hu-b.lif - TileScan_002_Merging001_ProjMax001-watershed-lines.tif,12401.286,1312.121,1359.848,357.587,1.000,1.014,0.986,1.347,0,1,171615,1305.720,141.435,1474.212,1639.054,-42.017,0.266,-0.102,-1.510,-1.730,-76.494,5875217176.292,0.018,1.162E-6,7.755E-8,5.028E-8,-6.035E-16,1.739E-12,3.081E-15,4.945,4.859,0.086,21.144
